"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""","""rank"""
"""18578""",1685.0,42186.0,34736.0,1.0,0.0,1200.0,2.0,1.0,7.0,19.0,127.0,-2.0,58.0,20.0,0.0,840.0,1119.0,11.0,0.0,800000.0,6.0,2.0,1.0,41017.0,11.0
"""18579""",1592.0,42186.0,34736.0,1.0,0.0,1200.0,2.0,2.0,2.0,64.0,119.0,-10.0,9.0,13.0,0.0,1790.0,1044.0,11.0,0.0,800000.0,4.0,2.0,1.0,40994.0,9.0
"""18580""",1643.0,42186.0,34736.0,1.0,0.0,1200.0,2.0,6.0,10.0,22.0,120.0,0.0,14.0,15.0,0.0,48.0,1068.0,11.0,0.0,800000.0,2.0,2.0,1.0,41131.0,2.0
"""18581""",1642.0,42186.0,34736.0,1.0,0.0,1200.0,2.0,5.0,5.0,24.0,127.0,0.0,1.0,3.0,0.0,16.0,990.0,11.0,0.0,800000.0,2.0,3.0,1.0,41212.0,1.0
"""18582""",1615.0,42186.0,34736.0,1.0,0.0,1200.0,2.0,3.0,8.0,13.0,124.0,-5.0,9.0,13.0,0.0,1360.0,1094.0,11.0,0.0,800000.0,4.0,2.0,9.0,40947.0,6.0
"""18583""",1598.0,42186.0,34736.0,1.0,0.0,1200.0,2.0,4.0,1.0,20.0,127.0,0.0,1.0,9.0,0.0,70.0,1161.0,11.0,0.0,800000.0,2.0,3.0,1.0,41212.0,3.0
"""18584""",1645.0,42186.0,34736.0,1.0,0.0,1200.0,2.0,8.0,3.0,3.0,120.0,0.0,88.0,16.0,0.0,180.0,1191.0,11.0,0.0,800000.0,2.0,3.0,1.0,41127.0,4.0
"""18585""",1647.0,42186.0,34736.0,1.0,0.0,1200.0,2.0,9.0,11.0,50.0,120.0,0.0,14.0,3.0,0.0,1050.0,1002.0,11.0,0.0,800000.0,1.0,2.0,1.0,41175.0,8.0
"""18586""",1686.0,42186.0,34736.0,1.0,0.0,1200.0,2.0,7.0,9.0,11.0,118.0,-2.0,1.0,10.0,0.0,94.0,1162.0,11.0,0.0,800000.0,2.0,2.0,1.0,41139.0,5.0
"""18587""",1687.0,42186.0,34736.0,1.0,0.0,1200.0,2.0,10.0,6.0,8.0,118.0,-2.0,1.0,1.0,0.0,180.0,1097.0,11.0,0.0,800000.0,2.0,2.0,1.0,41155.0,7.0
"""18588""",1669.0,42186.0,34736.0,1.0,0.0,1200.0,2.0,11.0,4.0,9.0,120.0,0.0,9.0,6.0,0.0,1460.0,1137.0,11.0,0.0,800000.0,2.0,1.0,1.0,41164.0,10.0
"""18589""",625.0,42186.0,34737.0,1.0,5.0,1400.0,2.0,1.0,13.0,22.0,133.0,0.0,643.0,14.0,38.0,160.0,1058.0,14.0,0.0,575000.0,1.0,2.0,1.0,39768.0,12.0
"""18590""",1271.0,42186.0,34737.0,1.0,5.0,1400.0,2.0,6.0,5.0,12.0,129.0,0.0,3.0,12.0,34.0,620.0,1063.0,14.0,86.0,575000.0,6.0,3.0,1.0,38819.0,11.0
"""18591""",89.0,42186.0,34737.0,1.0,5.0,1400.0,2.0,5.0,14.0,69.0,130.0,0.0,1.0,17.0,35.0,520.0,1196.0,14.0,0.0,575000.0,2.0,2.0,1.0,38992.0,6.0
"""18592""",1138.0,42186.0,34737.0,1.0,5.0,1400.0,2.0,12.0,1.0,19.0,121.0,-2.0,48.0,15.0,28.0,130.0,1183.0,14.0,95.0,575000.0,3.0,2.0,1.0,40663.0,7.0
"""18593""",64.0,42186.0,34737.0,1.0,5.0,1400.0,2.0,4.0,7.0,20.0,131.0,0.0,3.0,7.0,36.0,99.0,1156.0,14.0,106.0,575000.0,2.0,2.0,1.0,40109.0,1.0
"""18594""",1371.0,42186.0,34737.0,1.0,5.0,1400.0,2.0,3.0,6.0,57.0,132.0,0.0,94.0,13.0,37.0,320.0,1155.0,14.0,94.0,575000.0,7.0,2.0,1.0,39934.0,5.0
"""18595""",540.0,42186.0,34737.0,1.0,5.0,1400.0,2.0,13.0,3.0,24.0,122.0,0.0,47.0,11.0,27.0,69.0,1090.0,14.0,0.0,575000.0,1.0,3.0,1.0,40087.0,4.0
"""18596""",538.0,42186.0,34737.0,1.0,5.0,1400.0,2.0,9.0,4.0,10.0,126.0,0.0,9.0,2.0,31.0,110.0,1158.0,14.0,98.0,575000.0,2.0,2.0,1.0,39303.0,2.0
"""18597""",42.0,42186.0,34737.0,1.0,5.0,1400.0,2.0,2.0,11.0,5.0,133.0,0.0,1.0,8.0,38.0,23.0,1062.0,14.0,104.0,575000.0,2.0,3.0,1.0,39725.0,3.0
"""18598""",1136.0,42186.0,34737.0,1.0,5.0,1400.0,2.0,11.0,8.0,15.0,122.0,-2.0,1.0,3.0,29.0,1470.0,1120.0,14.0,0.0,575000.0,13.0,2.0,4.0,40621.0,13.0
"""18599""",587.0,42186.0,34737.0,1.0,5.0,1400.0,2.0,10.0,2.0,1.0,126.0,0.0,1.0,6.0,31.0,130.0,1025.0,14.0,98.0,575000.0,1.0,2.0,1.0,39730.0,8.0
"""18600""",994.0,42186.0,34737.0,1.0,5.0,1400.0,2.0,14.0,12.0,64.0,111.0,-10.0,95.0,9.0,26.0,82.0,1057.0,14.0,0.0,575000.0,2.0,2.0,1.0,40488.0,9.0
"""18601""",20.0,42186.0,34737.0,1.0,5.0,1400.0,2.0,8.0,9.0,9.0,127.0,0.0,12.0,23.0,32.0,240.0,1120.0,14.0,94.0,575000.0,1.0,3.0,1.0,40064.0,10.0
