"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""","""rank"""
"""12519""",1226.0,41993.0,34251.0,6.0,4.0,1000.0,2.0,10.0,3.0,23.0,127.0,0.0,17.0,21.0,50.0,680.0,1187.0,14.0,0.0,760000.0,2.0,2.0,1.0,40440.0,12.0
"""12520""",1402.0,41993.0,34251.0,6.0,4.0,1000.0,2.0,5.0,7.0,57.0,129.0,0.0,26.0,10.0,52.0,510.0,1012.0,14.0,109.0,760000.0,2.0,2.0,1.0,40471.0,4.0
"""12521""",1435.0,41993.0,34251.0,6.0,4.0,1000.0,2.0,6.0,13.0,10.0,129.0,0.0,23.0,15.0,52.0,48.0,1132.0,14.0,104.0,760000.0,2.0,2.0,1.0,40810.0,7.0
"""12522""",1436.0,41993.0,34251.0,6.0,4.0,1000.0,2.0,8.0,2.0,5.0,129.0,0.0,23.0,20.0,52.0,51.0,1106.0,14.0,109.0,760000.0,10.0,2.0,1.0,40448.0,9.0
"""12523""",150.0,41993.0,34251.0,6.0,4.0,1000.0,2.0,14.0,8.0,13.0,113.0,-5.0,7.0,17.0,41.0,990.0,1092.0,14.0,101.0,760000.0,3.0,3.0,1.0,39520.0,8.0
"""12524""",482.0,41993.0,34251.0,6.0,4.0,1000.0,2.0,13.0,12.0,12.0,120.0,0.0,3.0,12.0,43.0,190.0,1186.0,14.0,108.0,760000.0,2.0,2.0,1.0,39707.0,5.0
"""12525""",19.0,41993.0,34251.0,6.0,4.0,1000.0,2.0,3.0,10.0,19.0,128.0,-2.0,7.0,14.0,53.0,130.0,1224.0,14.0,0.0,760000.0,2.0,2.0,1.0,40139.0,14.0
"""12526""",423.0,41993.0,34251.0,6.0,4.0,1000.0,2.0,2.0,5.0,3.0,130.0,0.0,7.0,22.0,53.0,100.0,1136.0,14.0,109.0,760000.0,1.0,2.0,1.0,40095.0,6.0
"""12527""",1437.0,41993.0,34251.0,6.0,4.0,1000.0,2.0,7.0,6.0,1.0,127.0,-2.0,1.0,7.0,52.0,830.0,1008.0,14.0,72.0,760000.0,5.0,2.0,1.0,40840.0,13.0
"""12528""",807.0,41993.0,34251.0,6.0,4.0,1000.0,2.0,12.0,9.0,58.0,122.0,0.0,1.0,8.0,45.0,66.0,1153.0,14.0,109.0,760000.0,2.0,2.0,1.0,40448.0,3.0
"""12529""",1045.0,41993.0,34251.0,6.0,4.0,1000.0,2.0,1.0,4.0,22.0,133.0,0.0,7.0,6.0,56.0,100.0,1171.0,14.0,114.0,760000.0,1.0,2.0,1.0,40453.0,2.0
"""12530""",1438.0,41993.0,34251.0,6.0,4.0,1000.0,2.0,9.0,14.0,15.0,127.0,-2.0,215.0,2.0,52.0,430.0,1143.0,14.0,84.0,760000.0,1.0,2.0,1.0,40423.0,11.0
"""12531""",1439.0,41993.0,34251.0,6.0,4.0,1000.0,2.0,4.0,11.0,9.0,129.0,0.0,1.0,9.0,52.0,39.0,1150.0,14.0,111.0,760000.0,2.0,3.0,1.0,40849.0,1.0
"""12532""",457.0,41993.0,34252.0,6.0,5.0,1400.0,2.0,9.0,14.0,8.0,124.0,-2.0,6.0,1.0,33.0,400.0,1108.0,14.0,95.0,575000.0,2.0,2.0,1.0,39011.0,4.0
"""12533""",794.0,41993.0,34252.0,6.0,5.0,1400.0,2.0,5.0,2.0,22.0,129.0,0.0,32.0,3.0,36.0,28.0,1182.0,14.0,102.0,575000.0,1.0,2.0,1.0,40428.0,1.0
"""12534""",1197.0,41993.0,34252.0,6.0,5.0,1400.0,2.0,6.0,3.0,15.0,126.0,-2.0,58.0,2.0,35.0,990.0,1068.0,14.0,88.0,575000.0,2.0,3.0,1.0,40446.0,13.0
"""12535""",591.0,41993.0,34252.0,6.0,5.0,1400.0,2.0,8.0,9.0,57.0,127.0,0.0,44.0,4.0,34.0,900.0,1041.0,14.0,95.0,575000.0,2.0,2.0,1.0,39384.0,10.0
"""12536""",453.0,41993.0,34252.0,6.0,5.0,1400.0,2.0,14.0,7.0,58.0,114.0,1.0,1.0,12.0,16.0,210.0,1041.0,14.0,101.0,575000.0,1.0,2.0,1.0,39355.0,5.0
"""12537""",219.0,41993.0,34252.0,6.0,5.0,1400.0,2.0,10.0,13.0,3.0,123.0,0.0,7.0,22.0,30.0,79.0,1095.0,14.0,100.0,575000.0,2.0,2.0,1.0,39690.0,8.0
"""12538""",464.0,41993.0,34252.0,6.0,5.0,1400.0,2.0,11.0,1.0,16.0,122.0,0.0,7.0,5.0,29.0,66.0,1114.0,14.0,101.0,575000.0,2.0,2.0,3.0,40043.0,3.0
"""12539""",48.0,41993.0,34252.0,6.0,5.0,1400.0,2.0,1.0,12.0,23.0,133.0,0.0,7.0,13.0,40.0,89.0,1145.0,14.0,106.0,575000.0,2.0,2.0,4.0,39725.0,2.0
"""12540""",687.0,41993.0,34252.0,6.0,5.0,1400.0,2.0,12.0,10.0,19.0,120.0,-2.0,44.0,21.0,29.0,140.0,1086.0,14.0,93.0,575000.0,3.0,3.0,1.0,39540.0,9.0
"""12541""",593.0,41993.0,34252.0,6.0,5.0,1400.0,2.0,13.0,8.0,7.0,107.0,1.0,7.0,18.0,19.0,990.0,1039.0,14.0,94.0,575000.0,2.0,2.0,3.0,40445.0,12.0
"""12542""",1107.0,41993.0,34252.0,6.0,5.0,1400.0,2.0,2.0,5.0,12.0,132.0,0.0,46.0,8.0,39.0,200.0,1058.0,14.0,92.0,575000.0,1.0,2.0,1.0,40445.0,14.0
"""12543""",1232.0,41993.0,34252.0,6.0,5.0,1400.0,2.0,7.0,4.0,4.0,128.0,0.0,9.0,6.0,35.0,270.0,1198.0,14.0,94.0,575000.0,1.0,2.0,1.0,40460.0,6.0
"""12544""",350.0,41993.0,34252.0,6.0,5.0,1400.0,2.0,4.0,6.0,1.0,129.0,-2.0,37.0,11.0,38.0,170.0,1103.0,14.0,96.0,575000.0,6.0,3.0,1.0,39187.0,11.0
"""12545""",1052.0,41993.0,34252.0,6.0,5.0,1400.0,2.0,3.0,11.0,5.0,131.0,0.0,127.0,17.0,38.0,64.0,1188.0,14.0,100.0,575000.0,1.0,2.0,1.0,40496.0,7.0
"""12546""",1440.0,41993.0,34253.0,3.0,4.0,1200.0,1.0,6.0,10.0,12.0,125.0,0.0,1.0,9.0,52.0,400.0,1130.0,12.0,105.0,760000.0,1.0,2.0,1.0,40859.0,6.0
"""12547""",933.0,41993.0,34253.0,3.0,4.0,1200.0,1.0,1.0,11.0,4.0,133.0,0.0,35.0,10.0,60.0,61.0,1084.0,12.0,114.0,760000.0,2.0,1.0,1.0,40499.0,3.0
"""12548""",341.0,41993.0,34253.0,3.0,4.0,1200.0,1.0,8.0,12.0,1.0,121.0,-2.0,9.0,11.0,50.0,100.0,1173.0,12.0,105.0,760000.0,2.0,2.0,1.0,40115.0,5.0
"""12549""",425.0,41993.0,34253.0,3.0,4.0,1200.0,1.0,3.0,3.0,58.0,129.0,0.0,3.0,24.0,56.0,88.0,1167.0,12.0,106.0,760000.0,6.0,2.0,3.0,39867.0,8.0
"""12550""",1441.0,41993.0,34253.0,3.0,4.0,1200.0,1.0,7.0,2.0,3.0,125.0,0.0,325.0,16.0,52.0,120.0,1061.0,12.0,91.0,760000.0,2.0,2.0,1.0,40434.0,11.0
"""12551""",89.0,41993.0,34253.0,3.0,4.0,1200.0,1.0,4.0,5.0,16.0,128.0,0.0,1.0,17.0,55.0,120.0,1209.0,12.0,107.0,760000.0,2.0,2.0,1.0,38992.0,4.0
"""12552""",1017.0,41993.0,34253.0,3.0,4.0,1200.0,1.0,12.0,4.0,10.0,115.0,0.0,7.0,23.0,42.0,27.0,1078.0,12.0,107.0,760000.0,2.0,2.0,1.0,40452.0,1.0
"""12553""",39.0,41993.0,34253.0,3.0,4.0,1200.0,1.0,2.0,6.0,5.0,132.0,0.0,21.0,7.0,59.0,73.0,1135.0,12.0,105.0,760000.0,2.0,1.0,1.0,40092.0,2.0
"""12554""",895.0,41993.0,34253.0,3.0,4.0,1200.0,1.0,10.0,9.0,11.0,114.0,-2.0,35.0,6.0,43.0,190.0,1198.0,12.0,106.0,760000.0,1.0,2.0,1.0,39740.0,7.0
"""12555""",537.0,41993.0,34253.0,3.0,4.0,1200.0,1.0,9.0,1.0,57.0,123.0,0.0,3.0,21.0,50.0,410.0,1152.0,12.0,98.0,760000.0,1.0,2.0,1.0,39352.0,9.0
"""12556""",410.0,41993.0,34253.0,3.0,4.0,1200.0,1.0,5.0,7.0,23.0,127.0,0.0,3.0,3.0,54.0,200.0,1223.0,12.0,75.0,760000.0,1.0,3.0,1.0,39696.0,12.0
"""12557""",1081.0,41993.0,34254.0,6.0,4.0,1600.0,2.0,14.0,9.0,4.0,113.0,0.0,93.0,3.0,40.0,990.0,986.0,14.0,102.0,760000.0,1.0,3.0,1.0,40469.0,5.0
"""12558""",853.0,41993.0,34254.0,6.0,4.0,1600.0,2.0,2.0,7.0,58.0,131.0,0.0,15.0,14.0,58.0,410.0,1292.0,14.0,94.0,760000.0,2.0,2.0,1.0,40056.0,12.0
"""12559""",911.0,41993.0,34254.0,6.0,4.0,1600.0,2.0,6.0,13.0,10.0,130.0,0.0,30.0,15.0,57.0,240.0,1109.0,14.0,100.0,760000.0,3.0,2.0,5.0,40249.0,13.0
"""12560""",988.0,41993.0,34254.0,6.0,4.0,1600.0,2.0,9.0,3.0,55.0,129.0,0.0,3.0,17.0,56.0,310.0,1201.0,14.0,106.0,760000.0,1.0,2.0,1.0,39386.0,6.0
"""12561""",609.0,41993.0,34254.0,6.0,4.0,1600.0,2.0,3.0,14.0,16.0,130.0,0.0,7.0,19.0,57.0,300.0,1206.0,14.0,108.0,760000.0,1.0,2.0,1.0,39732.0,8.0
"""12562""",624.0,41993.0,34254.0,6.0,4.0,1600.0,2.0,11.0,1.0,23.0,123.0,0.0,7.0,7.0,50.0,540.0,1162.0,14.0,105.0,760000.0,1.0,1.0,1.0,40142.0,4.0
"""12563""",524.0,41993.0,34254.0,6.0,4.0,1600.0,2.0,8.0,11.0,19.0,127.0,-2.0,12.0,20.0,56.0,470.0,1066.0,14.0,107.0,760000.0,1.0,2.0,1.0,39748.0,2.0
"""12564""",329.0,41993.0,34254.0,6.0,4.0,1600.0,2.0,1.0,5.0,24.0,133.0,0.0,1.0,13.0,60.0,63.0,1044.0,14.0,106.0,760000.0,7.0,2.0,4.0,39852.0,3.0
"""12565""",222.0,41993.0,34254.0,6.0,4.0,1600.0,2.0,12.0,2.0,5.0,121.0,0.0,7.0,2.0,48.0,47.0,1184.0,14.0,111.0,760000.0,6.0,3.0,1.0,39932.0,1.0
"""12566""",1261.0,41993.0,34254.0,6.0,4.0,1600.0,2.0,7.0,10.0,22.0,130.0,0.0,22.0,18.0,57.0,29.0,1136.0,14.0,105.0,760000.0,1.0,2.0,1.0,40407.0,7.0
