"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""",predict_result
"""27324""",1817.0,42540.0,35725.0,5.0,4.0,1000.0,2.0,12.0,9.0,8.0,117.0,-2.0,18.0,11.0,44.0,1320.0,1156.0,14.0,0.0,800000.0,1.0,3.0,1.0,40828.0,0.0
"""27325""",41.0,42540.0,35725.0,5.0,4.0,1000.0,2.0,13.0,11.0,13.0,111.0,-5.0,1.0,12.0,41.0,500.0,1170.0,14.0,0.0,800000.0,1.0,3.0,1.0,39770.0,0.0
"""27326""",1381.0,42540.0,35725.0,5.0,4.0,1000.0,2.0,3.0,1.0,19.0,128.0,-2.0,9.0,18.0,55.0,120.0,1185.0,14.0,0.0,800000.0,2.0,1.0,1.0,40778.0,1.0
"""27327""",1948.0,42540.0,35725.0,5.0,4.0,1000.0,2.0,6.0,2.0,72.0,127.0,0.0,1.0,5.0,52.0,1120.0,1196.0,14.0,0.0,800000.0,1.0,5.0,1.0,40842.0,0.0
"""27328""",1740.0,42540.0,35725.0,5.0,4.0,1000.0,2.0,1.0,5.0,21.0,133.0,0.0,3.0,6.0,58.0,35.0,1102.0,14.0,0.0,800000.0,2.0,2.0,4.0,41208.0,1.0
"""27329""",1326.0,42540.0,35725.0,5.0,4.0,1000.0,2.0,8.0,7.0,90.0,126.0,0.0,1.0,9.0,51.0,220.0,1135.0,14.0,0.0,800000.0,2.0,2.0,1.0,40811.0,0.0
"""27330""",1975.0,42540.0,35725.0,5.0,4.0,1000.0,2.0,5.0,14.0,5.0,127.0,0.0,1.0,10.0,52.0,70.0,1116.0,14.0,0.0,800000.0,1.0,2.0,1.0,41201.0,1.0
"""27331""",1976.0,42540.0,35725.0,5.0,4.0,1000.0,2.0,7.0,10.0,24.0,127.0,0.0,1.0,23.0,52.0,39.0,1098.0,14.0,0.0,800000.0,2.0,2.0,1.0,41227.0,1.0
"""27332""",1733.0,42540.0,35725.0,5.0,4.0,1000.0,2.0,2.0,4.0,22.0,130.0,0.0,18.0,4.0,55.0,190.0,1168.0,14.0,0.0,800000.0,2.0,2.0,1.0,40785.0,1.0
"""27333""",1741.0,42540.0,35725.0,5.0,4.0,1000.0,2.0,4.0,6.0,6.0,127.0,-2.0,9.0,13.0,54.0,330.0,1108.0,14.0,0.0,800000.0,2.0,3.0,1.0,41179.0,0.0
"""27334""",553.0,42540.0,35725.0,5.0,4.0,1000.0,2.0,11.0,3.0,50.0,119.0,0.0,31.0,1.0,44.0,340.0,1104.0,14.0,0.0,800000.0,1.0,1.0,1.0,39749.0,0.0
"""27335""",571.0,42540.0,35725.0,5.0,4.0,1000.0,2.0,10.0,13.0,11.0,121.0,-2.0,18.0,17.0,48.0,110.0,1135.0,14.0,0.0,800000.0,6.0,2.0,1.0,40295.0,1.0
"""27336""",1510.0,42540.0,35725.0,5.0,4.0,1000.0,2.0,9.0,8.0,57.0,125.0,0.0,1.0,20.0,50.0,81.0,1069.0,14.0,0.0,800000.0,1.0,2.0,1.0,40440.0,0.0
"""27337""",1348.0,42540.0,35726.0,3.0,4.0,1200.0,1.0,7.0,7.0,3.0,125.0,0.0,7.0,13.0,50.0,590.0,1120.0,12.0,0.0,800000.0,2.0,2.0,1.0,40828.0,0.0
"""27338""",1657.0,42540.0,35726.0,3.0,4.0,1200.0,1.0,12.0,1.0,11.0,114.0,-2.0,3.0,19.0,41.0,81.0,1088.0,12.0,0.0,800000.0,1.0,2.0,1.0,40838.0,0.0
"""27339""",896.0,42540.0,35726.0,3.0,4.0,1200.0,1.0,9.0,4.0,90.0,122.0,0.0,761.0,7.0,47.0,200.0,1143.0,12.0,0.0,800000.0,2.0,2.0,1.0,40476.0,0.0
"""27340""",1402.0,42540.0,35726.0,3.0,4.0,1200.0,1.0,1.0,6.0,24.0,131.0,0.0,34.0,10.0,56.0,66.0,1010.0,12.0,0.0,800000.0,2.0,2.0,1.0,40471.0,0.0
"""27341""",1977.0,42540.0,35726.0,3.0,4.0,1200.0,1.0,4.0,10.0,72.0,127.0,0.0,1.0,18.0,52.0,130.0,1119.0,12.0,0.0,800000.0,2.0,2.0,1.0,41174.0,0.0
"""27342""",1464.0,42540.0,35726.0,3.0,4.0,1200.0,1.0,11.0,5.0,1.0,118.0,0.0,6.0,11.0,43.0,150.0,1182.0,12.0,0.0,800000.0,2.0,3.0,1.0,40800.0,0.0
"""27343""",1814.0,42540.0,35726.0,3.0,4.0,1200.0,1.0,10.0,12.0,8.0,118.0,-2.0,1.0,21.0,45.0,550.0,1127.0,12.0,0.0,800000.0,2.0,2.0,1.0,40792.0,0.0
"""27344""",471.0,42540.0,35726.0,3.0,4.0,1200.0,1.0,5.0,8.0,74.0,120.0,-7.0,1.0,22.0,52.0,60.0,1202.0,12.0,0.0,800000.0,3.0,2.0,1.0,40215.0,1.0
