"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""",predict_result
"""27516""",1371.0,42547.0,35744.0,3.0,5.0,1800.0,1.0,8.0,14.0,4.0,120.0,0.0,15.0,13.0,27.0,100.0,1195.0,14.0,0.0,600000.0,7.0,2.0,1.0,39934.0,0.0
"""27517""",891.0,42547.0,35744.0,3.0,5.0,1800.0,1.0,6.0,9.0,74.0,119.0,-7.0,7.0,5.0,33.0,210.0,1084.0,14.0,0.0,600000.0,1.0,2.0,1.0,39753.0,0.0
"""27518""",1645.0,42547.0,35744.0,3.0,5.0,1800.0,1.0,1.0,8.0,5.0,133.0,0.0,35.0,16.0,40.0,56.0,1157.0,14.0,0.0,600000.0,2.0,3.0,1.0,41127.0,1.0
"""27519""",1165.0,42547.0,35744.0,3.0,5.0,1800.0,1.0,14.0,2.0,13.0,108.0,-5.0,127.0,3.0,16.0,110.0,1221.0,14.0,0.0,600000.0,1.0,1.0,1.0,40480.0,0.0
"""27520""",1319.0,42547.0,35744.0,3.0,5.0,1800.0,1.0,2.0,6.0,21.0,132.0,0.0,13.0,24.0,39.0,22.0,915.0,14.0,0.0,600000.0,6.0,2.0,1.0,40630.0,0.0
"""27521""",287.0,42547.0,35744.0,3.0,5.0,1800.0,1.0,10.0,5.0,16.0,119.0,1.0,104.0,17.0,25.0,85.0,1093.0,14.0,0.0,600000.0,1.0,2.0,1.0,39734.0,0.0
"""27522""",266.0,42547.0,35744.0,3.0,5.0,1800.0,1.0,13.0,11.0,8.0,113.0,-2.0,62.0,1.0,22.0,510.0,1057.0,14.0,0.0,600000.0,1.0,2.0,1.0,38986.0,0.0
"""27523""",895.0,42547.0,35744.0,3.0,5.0,1800.0,1.0,3.0,12.0,22.0,131.0,0.0,1.0,8.0,38.0,400.0,1199.0,14.0,0.0,600000.0,1.0,2.0,1.0,39740.0,0.0
"""27524""",233.0,42547.0,35744.0,3.0,5.0,1800.0,1.0,7.0,13.0,1.0,123.0,0.0,7.0,4.0,30.0,670.0,1090.0,14.0,0.0,600000.0,2.0,2.0,1.0,39699.0,0.0
"""27525""",1245.0,42547.0,35744.0,3.0,5.0,1800.0,1.0,5.0,3.0,11.0,126.0,-2.0,94.0,22.0,35.0,1580.0,1151.0,14.0,0.0,600000.0,1.0,3.0,1.0,40098.0,0.0
"""27526""",1635.0,42547.0,35744.0,3.0,5.0,1800.0,1.0,11.0,1.0,6.0,116.0,-2.0,3.0,9.0,25.0,290.0,939.0,14.0,0.0,600000.0,2.0,1.0,1.0,40849.0,0.0
"""27527""",525.0,42547.0,35744.0,3.0,5.0,1800.0,1.0,12.0,4.0,10.0,116.0,0.0,3.0,12.0,23.0,250.0,1079.0,14.0,0.0,600000.0,4.0,4.0,1.0,39844.0,0.0
"""27528""",723.0,42547.0,35744.0,3.0,5.0,1800.0,1.0,9.0,10.0,72.0,120.0,0.0,3.0,19.0,27.0,120.0,1174.0,14.0,0.0,600000.0,2.0,2.0,1.0,40079.0,0.0
"""27529""",1942.0,42547.0,35745.0,1.0,4.0,1200.0,2.0,1.0,12.0,21.0,133.0,0.0,1.0,10.0,65.0,190.0,1066.0,14.0,0.0,800000.0,6.0,2.0,1.0,41318.0,1.0
"""27530""",1675.0,42547.0,35745.0,1.0,4.0,1200.0,2.0,12.0,9.0,1.0,118.0,0.0,3.0,4.0,45.0,280.0,1081.0,14.0,0.0,800000.0,6.0,2.0,1.0,41014.0,0.0
"""27531""",1923.0,42547.0,35745.0,1.0,4.0,1200.0,2.0,6.0,2.0,90.0,125.0,0.0,137.0,7.0,52.0,1810.0,1108.0,14.0,0.0,800000.0,1.0,2.0,1.0,41132.0,0.0
"""27532""",1981.0,42547.0,35745.0,1.0,4.0,1200.0,2.0,8.0,14.0,72.0,125.0,0.0,1.0,13.0,52.0,120.0,1047.0,14.0,0.0,800000.0,2.0,2.0,1.0,41209.0,0.0
"""27533""",1952.0,42547.0,35745.0,1.0,4.0,1200.0,2.0,5.0,13.0,57.0,125.0,0.0,1.0,5.0,52.0,2160.0,1206.0,14.0,0.0,800000.0,1.0,2.0,1.0,41173.0,0.0
"""27534""",1294.0,42547.0,35745.0,1.0,4.0,1200.0,2.0,14.0,8.0,74.0,107.0,-7.0,17.0,11.0,41.0,150.0,1154.0,14.0,0.0,800000.0,2.0,1.0,1.0,40833.0,1.0
"""27535""",1951.0,42547.0,35745.0,1.0,4.0,1200.0,2.0,7.0,11.0,19.0,123.0,-2.0,1.0,22.0,52.0,130.0,1097.0,14.0,0.0,800000.0,2.0,3.0,1.0,41155.0,0.0
"""27536""",1643.0,42547.0,35745.0,1.0,4.0,1200.0,2.0,2.0,10.0,22.0,130.0,0.0,38.0,15.0,57.0,35.0,1090.0,14.0,0.0,800000.0,2.0,2.0,1.0,41131.0,1.0
"""27537""",1702.0,42547.0,35745.0,1.0,4.0,1200.0,2.0,4.0,1.0,3.0,126.0,0.0,1.0,3.0,53.0,170.0,1029.0,14.0,0.0,800000.0,3.0,3.0,1.0,40946.0,0.0
