"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""",predict_result
"""15476""",221.0,42088.0,34487.0,3.0,5.0,1200.0,7.0,8.0,2.0,11.0,114.0,-2.0,260.0,3.0,23.0,40.0,1082.0,12.0,101.0,575000.0,3.0,2.0,1.0,40280.0,1.0
"""15477""",1197.0,42088.0,34487.0,3.0,5.0,1200.0,7.0,11.0,1.0,15.0,113.0,2.0,3.0,2.0,20.0,1210.0,1047.0,12.0,92.0,575000.0,2.0,3.0,1.0,40446.0,0.0
"""15478""",1196.0,42088.0,34487.0,3.0,5.0,1200.0,7.0,5.0,12.0,10.0,122.0,0.0,289.0,15.0,29.0,770.0,1090.0,12.0,90.0,575000.0,2.0,1.0,1.0,40420.0,0.0
"""15479""",590.0,42088.0,34487.0,3.0,5.0,1200.0,7.0,6.0,8.0,50.0,120.0,0.0,14.0,24.0,27.0,82.0,1076.0,12.0,102.0,575000.0,3.0,2.0,1.0,39494.0,0.0
"""15480""",1446.0,42088.0,34487.0,3.0,5.0,1200.0,7.0,12.0,6.0,21.0,115.0,2.0,9.0,4.0,19.0,93.0,1003.0,12.0,93.0,575000.0,2.0,4.0,4.0,40031.0,0.0
"""15481""",252.0,42088.0,34487.0,3.0,5.0,1200.0,7.0,9.0,3.0,8.0,113.0,-2.0,32.0,1.0,22.0,100.0,1109.0,12.0,103.0,575000.0,6.0,2.0,1.0,38764.0,1.0
"""15482""",720.0,42088.0,34487.0,3.0,5.0,1200.0,7.0,7.0,10.0,19.0,115.0,-2.0,45.0,14.0,24.0,190.0,1117.0,12.0,100.0,575000.0,2.0,3.0,1.0,39313.0,0.0
"""15483""",170.0,42088.0,34487.0,3.0,5.0,1200.0,7.0,2.0,5.0,3.0,130.0,0.0,44.0,12.0,37.0,75.0,1099.0,12.0,101.0,575000.0,1.0,2.0,1.0,39349.0,0.0
"""15484""",241.0,42088.0,34487.0,3.0,5.0,1200.0,7.0,4.0,9.0,5.0,129.0,0.0,157.0,13.0,36.0,50.0,1238.0,12.0,83.0,575000.0,2.0,3.0,1.0,39351.0,0.0
"""15485""",970.0,42088.0,34487.0,3.0,5.0,1200.0,7.0,3.0,7.0,57.0,130.0,0.0,3.0,8.0,37.0,210.0,1068.0,12.0,105.0,575000.0,4.0,3.0,1.0,40295.0,1.0
