"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""",predict_result
"""15007""",1184.0,42074.0,34450.0,7.0,5.0,1800.0,1.0,10.0,2.0,21.0,115.0,2.0,1.0,20.0,20.0,38.0,975.0,12.0,99.0,575000.0,2.0,2.0,1.0,40480.0,0.0
"""15008""",204.0,42074.0,34450.0,7.0,5.0,1800.0,1.0,7.0,9.0,5.0,127.0,0.0,3.0,8.0,34.0,97.0,1038.0,12.0,101.0,575000.0,2.0,1.0,1.0,39022.0,1.0
"""15009""",721.0,42074.0,34450.0,7.0,5.0,1800.0,1.0,12.0,1.0,4.0,113.0,0.0,26.0,24.0,15.0,91.0,1146.0,12.0,100.0,575000.0,1.0,2.0,1.0,40084.0,1.0
"""15010""",1011.0,42074.0,34450.0,7.0,5.0,1800.0,1.0,6.0,7.0,9.0,127.0,0.0,1.0,13.0,34.0,480.0,1210.0,12.0,101.0,575000.0,1.0,2.0,1.0,40148.0,0.0
"""15011""",134.0,42074.0,34450.0,7.0,5.0,1800.0,1.0,8.0,10.0,6.0,122.0,-2.0,13.0,12.0,31.0,240.0,1059.0,12.0,94.0,575000.0,2.0,2.0,1.0,39334.0,0.0
"""15012""",161.0,42074.0,34450.0,7.0,5.0,1800.0,1.0,5.0,4.0,15.0,125.0,-2.0,18.0,22.0,34.0,490.0,1115.0,12.0,96.0,575000.0,3.0,2.0,1.0,39205.0,0.0
"""15013""",785.0,42074.0,34450.0,7.0,5.0,1800.0,1.0,11.0,11.0,1.0,111.0,-2.0,3.0,11.0,18.0,120.0,970.0,12.0,102.0,575000.0,3.0,2.0,3.0,40281.0,1.0
"""15014""",863.0,42074.0,34450.0,7.0,5.0,1800.0,1.0,3.0,6.0,22.0,129.0,0.0,1.0,1.0,36.0,140.0,1177.0,12.0,97.0,575000.0,1.0,1.0,1.0,40143.0,0.0
"""15015""",408.0,42074.0,34450.0,7.0,5.0,1800.0,1.0,1.0,12.0,3.0,133.0,0.0,94.0,19.0,40.0,70.0,1032.0,12.0,95.0,575000.0,3.0,3.0,1.0,39537.0,0.0
"""15016""",1009.0,42074.0,34450.0,7.0,5.0,1800.0,1.0,4.0,5.0,57.0,127.0,0.0,1.0,18.0,34.0,63.0,1055.0,12.0,101.0,575000.0,1.0,2.0,1.0,40059.0,1.0
"""15017""",165.0,42074.0,34450.0,7.0,5.0,1800.0,1.0,9.0,3.0,19.0,115.0,-2.0,3.0,9.0,24.0,61.0,1106.0,12.0,99.0,575000.0,1.0,2.0,1.0,39362.0,1.0
"""15018""",1233.0,42074.0,34450.0,7.0,5.0,1800.0,1.0,2.0,8.0,16.0,131.0,0.0,7.0,2.0,38.0,270.0,1171.0,12.0,94.0,575000.0,2.0,2.0,1.0,39732.0,0.0
"""15019""",1558.0,42074.0,34451.0,7.0,4.0,1000.0,1.0,6.0,10.0,16.0,128.0,0.0,58.0,5.0,52.0,270.0,1151.0,12.0,103.0,760000.0,1.0,2.0,1.0,40787.0,0.0
"""15020""",1379.0,42074.0,34451.0,7.0,4.0,1000.0,1.0,3.0,2.0,24.0,130.0,0.0,9.0,9.0,54.0,26.0,1157.0,12.0,106.0,760000.0,2.0,1.0,1.0,40809.0,1.0
"""15021""",1371.0,42074.0,34451.0,7.0,4.0,1000.0,1.0,1.0,1.0,13.0,128.0,-5.0,9.0,13.0,57.0,1460.0,1140.0,12.0,92.0,760000.0,7.0,2.0,1.0,39934.0,0.0
"""15022""",836.0,42074.0,34451.0,7.0,4.0,1000.0,1.0,7.0,8.0,22.0,127.0,0.0,18.0,6.0,51.0,85.0,1155.0,12.0,108.0,760000.0,1.0,2.0,1.0,40453.0,1.0
"""15023""",484.0,42074.0,34451.0,7.0,4.0,1000.0,1.0,11.0,9.0,15.0,118.0,-2.0,9.0,13.0,44.0,230.0,1052.0,12.0,96.0,760000.0,1.0,2.0,1.0,40082.0,0.0
"""15024""",1168.0,42074.0,34451.0,7.0,4.0,1000.0,1.0,4.0,12.0,21.0,129.0,0.0,93.0,14.0,53.0,69.0,1177.0,12.0,0.0,760000.0,1.0,2.0,1.0,40465.0,0.0
"""15025""",792.0,42074.0,34451.0,7.0,4.0,1000.0,1.0,2.0,3.0,23.0,131.0,0.0,7.0,15.0,55.0,74.0,1046.0,12.0,106.0,760000.0,2.0,2.0,1.0,40417.0,0.0
"""15026""",151.0,42074.0,34451.0,7.0,4.0,1000.0,1.0,5.0,7.0,19.0,127.0,-2.0,1.0,3.0,53.0,96.0,1075.0,12.0,107.0,760000.0,2.0,2.0,1.0,38628.0,1.0
"""15027""",341.0,42074.0,34451.0,7.0,4.0,1000.0,1.0,8.0,4.0,1.0,124.0,-2.0,7.0,11.0,50.0,53.0,1160.0,12.0,106.0,760000.0,2.0,2.0,1.0,40115.0,1.0
"""15028""",1140.0,42074.0,34451.0,7.0,4.0,1000.0,1.0,9.0,5.0,57.0,126.0,0.0,7.0,2.0,50.0,1430.0,1083.0,12.0,94.0,760000.0,3.0,2.0,1.0,40631.0,0.0
"""15029""",919.0,42074.0,34451.0,7.0,4.0,1000.0,1.0,12.0,6.0,8.0,116.0,-2.0,3.0,24.0,42.0,240.0,1089.0,12.0,107.0,760000.0,2.0,1.0,1.0,39694.0,1.0
"""15030""",254.0,42074.0,34451.0,7.0,4.0,1000.0,1.0,10.0,11.0,11.0,120.0,-2.0,442.0,4.0,46.0,1790.0,1151.0,12.0,83.0,760000.0,2.0,3.0,1.0,39368.0,0.0
"""15031""",697.0,42074.0,34452.0,7.0,4.0,1650.0,1.0,4.0,4.0,22.0,129.0,0.0,39.0,18.0,56.0,300.0,1206.0,12.0,100.0,760000.0,2.0,2.0,1.0,40410.0,0.0
"""15032""",1079.0,42074.0,34452.0,7.0,4.0,1650.0,1.0,10.0,3.0,23.0,117.0,1.0,37.0,4.0,43.0,41.0,1049.0,12.0,106.0,760000.0,2.0,2.0,1.0,40470.0,1.0
"""15033""",1288.0,42074.0,34452.0,7.0,4.0,1650.0,1.0,8.0,9.0,11.0,118.0,-2.0,7.0,6.0,47.0,100.0,1065.0,12.0,109.0,760000.0,1.0,1.0,1.0,40510.0,1.0
"""15034""",982.0,42074.0,34452.0,7.0,4.0,1650.0,1.0,1.0,11.0,16.0,133.0,0.0,46.0,24.0,60.0,82.0,1036.0,12.0,108.0,760000.0,1.0,2.0,1.0,40060.0,0.0
"""15035""",694.0,42074.0,34452.0,7.0,4.0,1650.0,1.0,2.0,6.0,19.0,130.0,-2.0,1.0,3.0,59.0,220.0,1174.0,12.0,104.0,760000.0,1.0,2.0,1.0,39386.0,0.0
"""15036""",977.0,42074.0,34452.0,7.0,4.0,1650.0,1.0,7.0,5.0,1.0,119.0,-2.0,9.0,11.0,48.0,54.0,1083.0,12.0,107.0,760000.0,6.0,2.0,1.0,39854.0,1.0
"""15037""",1085.0,42074.0,34452.0,7.0,4.0,1650.0,1.0,5.0,2.0,9.0,128.0,0.0,1.0,13.0,55.0,580.0,1100.0,12.0,107.0,760000.0,2.0,2.0,1.0,40403.0,0.0
"""15038""",1129.0,42074.0,34452.0,7.0,4.0,1650.0,1.0,11.0,10.0,4.0,115.0,0.0,3.0,22.0,42.0,78.0,1124.0,12.0,0.0,760000.0,6.0,2.0,1.0,40255.0,0.0
"""15039""",871.0,42074.0,34452.0,7.0,4.0,1650.0,1.0,3.0,12.0,7.0,124.0,-7.0,13.0,9.0,58.0,54.0,1124.0,12.0,110.0,760000.0,3.0,3.0,1.0,40246.0,1.0
"""15040""",1390.0,42074.0,34452.0,7.0,4.0,1650.0,1.0,12.0,8.0,21.0,115.0,1.0,7.0,16.0,41.0,130.0,1131.0,12.0,99.0,760000.0,2.0,3.0,1.0,40781.0,0.0
"""15041""",776.0,42074.0,34452.0,7.0,4.0,1650.0,1.0,9.0,7.0,13.0,113.0,-5.0,3.0,17.0,45.0,760.0,1082.0,12.0,98.0,760000.0,2.0,1.0,1.0,40062.0,0.0
"""15042""",824.0,42074.0,34452.0,7.0,4.0,1650.0,1.0,6.0,1.0,6.0,122.0,-2.0,3.0,14.0,51.0,130.0,1083.0,12.0,107.0,760000.0,1.0,2.0,1.0,38994.0,1.0
"""15043""",1383.0,42074.0,34453.0,7.0,3.0,1650.0,1.0,7.0,8.0,3.0,122.0,0.0,1.0,21.0,69.0,200.0,1144.0,12.0,0.0,1060000.0,10.0,2.0,1.0,40489.0,0.0
"""15044""",1559.0,42074.0,34453.0,7.0,3.0,1650.0,1.0,3.0,2.0,9.0,128.0,0.0,23.0,15.0,75.0,460.0,1065.0,12.0,104.0,1060000.0,7.0,2.0,1.0,40625.0,0.0
"""15045""",1479.0,42074.0,34453.0,7.0,3.0,1650.0,1.0,2.0,5.0,19.0,128.0,-2.0,442.0,14.0,77.0,1650.0,1177.0,12.0,98.0,1060000.0,6.0,2.0,1.0,40621.0,0.0
"""15046""",312.0,42074.0,34453.0,7.0,3.0,1650.0,1.0,4.0,4.0,5.0,126.0,0.0,22.0,13.0,73.0,50.0,1131.0,12.0,111.0,1060000.0,1.0,4.0,1.0,40049.0,0.0
"""15047""",756.0,42074.0,34453.0,7.0,3.0,1650.0,1.0,10.0,10.0,21.0,118.0,0.0,13.0,8.0,65.0,76.0,1050.0,12.0,103.0,1060000.0,4.0,2.0,1.0,39472.0,0.0
"""15048""",1217.0,42074.0,34453.0,7.0,3.0,1650.0,1.0,9.0,11.0,24.0,120.0,0.0,117.0,23.0,67.0,130.0,1100.0,12.0,98.0,1060000.0,2.0,2.0,1.0,40450.0,0.0
"""15049""",2.0,42074.0,34453.0,7.0,3.0,1650.0,1.0,11.0,12.0,11.0,114.0,-2.0,1.0,2.0,63.0,250.0,1096.0,12.0,99.0,1060000.0,1.0,2.0,1.0,39361.0,0.0
"""15050""",966.0,42074.0,34453.0,7.0,3.0,1650.0,1.0,6.0,9.0,16.0,123.0,0.0,9.0,20.0,70.0,77.0,1021.0,12.0,108.0,1060000.0,3.0,2.0,5.0,40274.0,0.0
"""15051""",1127.0,42074.0,34453.0,7.0,3.0,1650.0,1.0,8.0,6.0,8.0,120.0,-2.0,6.0,1.0,69.0,35.0,1057.0,12.0,108.0,1060000.0,3.0,2.0,1.0,39513.0,1.0
"""15052""",1297.0,42074.0,34453.0,7.0,3.0,1650.0,1.0,12.0,7.0,1.0,112.0,-2.0,45.0,6.0,61.0,710.0,1063.0,12.0,105.0,1060000.0,6.0,2.0,1.0,40293.0,0.0
"""15053""",487.0,42074.0,34453.0,7.0,3.0,1650.0,1.0,5.0,1.0,22.0,124.0,0.0,3.0,24.0,71.0,180.0,1188.0,12.0,106.0,1060000.0,1.0,2.0,1.0,40147.0,0.0
"""15054""",1195.0,42074.0,34453.0,7.0,3.0,1650.0,1.0,1.0,3.0,23.0,133.0,0.0,3.0,19.0,80.0,48.0,1037.0,12.0,108.0,1060000.0,6.0,2.0,1.0,40230.0,0.0
"""15055""",69.0,42074.0,34454.0,7.0,4.0,1200.0,1.0,1.0,6.0,3.0,133.0,0.0,7.0,15.0,60.0,50.0,1114.0,12.0,111.0,760000.0,2.0,4.0,1.0,39701.0,1.0
"""15056""",671.0,42074.0,34454.0,7.0,4.0,1200.0,1.0,8.0,7.0,6.0,122.0,-2.0,7.0,22.0,51.0,170.0,1111.0,12.0,99.0,760000.0,6.0,2.0,1.0,39868.0,0.0
"""15057""",872.0,42074.0,34454.0,7.0,4.0,1200.0,1.0,10.0,1.0,24.0,122.0,0.0,9.0,13.0,49.0,40.0,1098.0,12.0,109.0,760000.0,1.0,2.0,1.0,40134.0,1.0
"""15058""",180.0,42074.0,34454.0,7.0,4.0,1200.0,1.0,9.0,3.0,7.0,116.0,-7.0,535.0,14.0,50.0,63.0,1111.0,12.0,109.0,760000.0,1.0,1.0,1.0,38995.0,1.0
"""15059""",1491.0,42074.0,34454.0,7.0,4.0,1200.0,1.0,3.0,9.0,9.0,131.0,0.0,13.0,11.0,58.0,820.0,1077.0,12.0,100.0,760000.0,3.0,2.0,1.0,40289.0,0.0
