"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""",predict_result
"""18953""",721.0,42197.0,34767.0,8.0,5.0,1800.0,2.0,14.0,14.0,10.0,118.0,0.0,26.0,24.0,25.0,120.0,1137.0,14.0,0.0,575000.0,1.0,2.0,1.0,40084.0,0.0
"""18954""",587.0,42197.0,34767.0,8.0,5.0,1800.0,2.0,13.0,11.0,22.0,121.0,0.0,1.0,6.0,28.0,150.0,1020.0,14.0,0.0,575000.0,1.0,2.0,1.0,39730.0,0.0
"""18955""",1139.0,42197.0,34767.0,8.0,5.0,1800.0,2.0,2.0,9.0,11.0,131.0,-2.0,3.0,9.0,40.0,140.0,1063.0,14.0,0.0,575000.0,6.0,2.0,1.0,40607.0,0.0
"""18956""",228.0,42197.0,34767.0,8.0,5.0,1800.0,2.0,5.0,2.0,13.0,119.0,-5.0,14.0,1.0,31.0,370.0,917.0,14.0,0.0,575000.0,1.0,2.0,1.0,39780.0,0.0
"""18957""",229.0,42197.0,34767.0,8.0,5.0,1800.0,2.0,4.0,10.0,21.0,127.0,0.0,3.0,21.0,34.0,23.0,1154.0,14.0,0.0,575000.0,2.0,3.0,1.0,39340.0,0.0
"""18958""",59.0,42197.0,34767.0,8.0,5.0,1800.0,2.0,1.0,6.0,5.0,133.0,0.0,18.0,20.0,40.0,56.0,1086.0,14.0,0.0,575000.0,1.0,2.0,1.0,40118.0,0.0
"""18959""",230.0,42197.0,34767.0,8.0,5.0,1800.0,2.0,12.0,12.0,6.0,119.0,-2.0,238.0,18.0,28.0,250.0,967.0,14.0,0.0,575000.0,2.0,2.0,1.0,39719.0,0.0
"""18960""",20.0,42197.0,34767.0,8.0,5.0,1800.0,2.0,10.0,4.0,15.0,120.0,-2.0,9.0,23.0,29.0,910.0,1104.0,14.0,0.0,575000.0,1.0,3.0,1.0,40064.0,0.0
"""18961""",863.0,42197.0,34767.0,8.0,5.0,1800.0,2.0,7.0,13.0,64.0,113.0,-10.0,147.0,11.0,30.0,300.0,1148.0,14.0,0.0,575000.0,1.0,1.0,1.0,40143.0,0.0
"""18962""",525.0,42197.0,34767.0,8.0,5.0,1800.0,2.0,9.0,1.0,12.0,122.0,0.0,1.0,12.0,29.0,240.0,1030.0,14.0,0.0,575000.0,4.0,4.0,1.0,39844.0,0.0
