"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""",predict_result
"""18714""",1593.0,42190.0,34747.0,6.0,0.0,1400.0,2.0,1.0,4.0,10.0,129.0,0.0,7.0,15.0,0.0,200.0,1039.0,5.0,0.0,800000.0,6.0,3.0,1.0,40982.0,0.0
"""18715""",1616.0,42190.0,34747.0,6.0,0.0,1400.0,2.0,5.0,3.0,11.0,118.0,-2.0,14.0,22.0,0.0,62.0,1072.0,5.0,0.0,800000.0,2.0,3.0,1.0,41171.0,0.0
"""18716""",1668.0,42190.0,34747.0,6.0,0.0,1400.0,2.0,4.0,5.0,50.0,120.0,0.0,131.0,3.0,0.0,560.0,1074.0,5.0,0.0,800000.0,1.0,2.0,1.0,41173.0,0.0
"""18717""",1644.0,42190.0,34747.0,6.0,0.0,1400.0,2.0,3.0,1.0,20.0,127.0,0.0,64.0,16.0,0.0,12.0,1162.0,5.0,0.0,800000.0,2.0,2.0,4.0,41204.0,0.0
"""18718""",1597.0,42190.0,34747.0,6.0,0.0,1400.0,2.0,2.0,2.0,3.0,129.0,0.0,3.0,23.0,0.0,57.0,1114.0,5.0,0.0,800000.0,4.0,6.0,1.0,41018.0,0.0
"""18719""",858.0,42190.0,34748.0,6.0,5.0,1600.0,2.0,8.0,14.0,12.0,124.0,0.0,3.0,12.0,31.0,260.0,1065.0,14.0,0.0,575000.0,4.0,6.0,1.0,40277.0,0.0
"""18720""",863.0,42190.0,34748.0,6.0,5.0,1600.0,2.0,6.0,5.0,11.0,123.0,-2.0,62.0,11.0,32.0,100.0,1155.0,14.0,92.0,575000.0,1.0,1.0,1.0,40143.0,0.0
"""18721""",270.0,42190.0,34748.0,6.0,5.0,1600.0,2.0,3.0,3.0,8.0,126.0,-2.0,1.0,1.0,35.0,290.0,1113.0,14.0,0.0,575000.0,6.0,3.0,1.0,40256.0,0.0
"""18722""",1052.0,42190.0,34748.0,6.0,5.0,1600.0,2.0,1.0,7.0,5.0,133.0,0.0,3.0,23.0,40.0,16.0,1175.0,14.0,0.0,575000.0,1.0,2.0,1.0,40496.0,0.0
"""18723""",448.0,42190.0,34748.0,6.0,5.0,1600.0,2.0,7.0,4.0,1.0,124.0,0.0,191.0,4.0,31.0,540.0,1095.0,14.0,0.0,575000.0,4.0,5.0,1.0,39480.0,0.0
"""18724""",1257.0,42190.0,34748.0,6.0,5.0,1600.0,2.0,9.0,12.0,57.0,123.0,0.0,6.0,20.0,30.0,130.0,1081.0,14.0,0.0,575000.0,2.0,2.0,1.0,40407.0,0.0
"""18725""",892.0,42190.0,34748.0,6.0,5.0,1600.0,2.0,13.0,1.0,10.0,118.0,0.0,46.0,24.0,25.0,320.0,1133.0,14.0,0.0,575000.0,3.0,2.0,1.0,39183.0,0.0
"""18726""",1164.0,42190.0,34748.0,6.0,5.0,1600.0,2.0,5.0,13.0,20.0,127.0,0.0,649.0,13.0,34.0,440.0,1126.0,14.0,0.0,575000.0,2.0,3.0,1.0,40433.0,0.0
"""18727""",165.0,42190.0,34748.0,6.0,5.0,1600.0,2.0,10.0,9.0,22.0,121.0,0.0,3.0,9.0,28.0,110.0,1113.0,14.0,0.0,575000.0,1.0,2.0,1.0,39362.0,0.0
"""18728""",1081.0,42190.0,34748.0,6.0,5.0,1600.0,2.0,14.0,10.0,6.0,116.0,-2.0,650.0,3.0,25.0,250.0,962.0,14.0,0.0,575000.0,1.0,3.0,1.0,40469.0,0.0
"""18729""",161.0,42190.0,34748.0,6.0,5.0,1600.0,2.0,11.0,2.0,19.0,119.0,-2.0,18.0,22.0,28.0,670.0,1102.0,14.0,0.0,575000.0,3.0,2.0,1.0,39205.0,0.0
"""18730""",1319.0,42190.0,34748.0,6.0,5.0,1600.0,2.0,2.0,6.0,13.0,126.0,-5.0,7.0,17.0,38.0,500.0,953.0,14.0,90.0,575000.0,6.0,2.0,1.0,40630.0,0.0
"""18731""",690.0,42190.0,34748.0,6.0,5.0,1600.0,2.0,12.0,11.0,9.0,120.0,0.0,30.0,8.0,27.0,86.0,1141.0,14.0,0.0,575000.0,2.0,2.0,1.0,39366.0,0.0
"""18732""",1175.0,42190.0,34748.0,6.0,5.0,1600.0,2.0,4.0,8.0,69.0,127.0,0.0,9.0,6.0,34.0,1030.0,1086.0,14.0,95.0,575000.0,2.0,1.0,1.0,40484.0,0.0
"""18733""",1521.0,42190.0,34749.0,6.0,4.0,1000.0,2.0,10.0,10.0,3.0,117.0,0.0,338.0,10.0,44.0,33.0,1090.0,11.0,0.0,760000.0,2.0,7.0,1.0,40868.0,0.0
"""18734""",775.0,42190.0,34749.0,6.0,4.0,1000.0,2.0,9.0,9.0,24.0,119.0,0.0,1.0,23.0,46.0,20.0,1148.0,11.0,0.0,760000.0,2.0,2.0,1.0,39729.0,0.0
