"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""",predict_result
"""21599""",217.0,42340.0,35216.0,10.0,5.0,1000.0,10.0,11.0,7.0,8.0,111.0,-2.0,340.0,1.0,20.0,110.0,1094.0,12.0,0.0,600000.0,6.0,2.0,1.0,39909.0,1.0
"""21600""",262.0,42340.0,35216.0,10.0,5.0,1000.0,10.0,8.0,3.0,20.0,124.0,0.0,386.0,3.0,31.0,59.0,1043.0,12.0,0.0,600000.0,2.0,2.0,1.0,39762.0,1.0
"""21601""",287.0,42340.0,35216.0,10.0,5.0,1000.0,10.0,7.0,5.0,15.0,125.0,-2.0,7.0,17.0,34.0,490.0,1128.0,12.0,0.0,600000.0,1.0,2.0,1.0,39734.0,0.0
"""21602""",271.0,42340.0,35216.0,10.0,5.0,1000.0,10.0,3.0,2.0,3.0,131.0,0.0,35.0,14.0,38.0,41.0,1052.0,12.0,0.0,600000.0,1.0,2.0,1.0,39763.0,1.0
"""21603""",631.0,42340.0,35216.0,10.0,5.0,1000.0,10.0,2.0,10.0,24.0,132.0,0.0,236.0,3.0,39.0,100.0,1129.0,12.0,0.0,600000.0,1.0,1.0,1.0,39753.0,0.0
"""21604""",1073.0,42340.0,35216.0,10.0,5.0,1000.0,10.0,9.0,11.0,64.0,113.0,-10.0,38.0,7.0,30.0,69.0,1055.0,12.0,0.0,600000.0,5.0,2.0,1.0,40097.0,0.0
"""21605""",60.0,42340.0,35216.0,10.0,5.0,1000.0,10.0,5.0,1.0,4.0,128.0,0.0,277.0,4.0,35.0,240.0,1076.0,12.0,0.0,600000.0,1.0,2.0,1.0,39359.0,0.0
"""21606""",1510.0,42340.0,35216.0,10.0,5.0,1000.0,10.0,1.0,6.0,5.0,133.0,0.0,22.0,20.0,40.0,34.0,1079.0,12.0,0.0,600000.0,1.0,2.0,1.0,40440.0,1.0
"""21607""",620.0,42340.0,35216.0,10.0,5.0,1000.0,10.0,12.0,4.0,11.0,112.0,1.0,1.0,11.0,16.0,430.0,1080.0,12.0,0.0,600000.0,1.0,2.0,1.0,40140.0,0.0
"""21608""",1618.0,42340.0,35216.0,10.0,5.0,1000.0,10.0,6.0,9.0,73.0,128.0,0.0,1.0,4.0,35.0,220.0,1102.0,12.0,0.0,600000.0,2.0,3.0,1.0,40822.0,0.0
"""21609""",1189.0,42340.0,35216.0,10.0,5.0,1000.0,10.0,10.0,8.0,75.0,121.0,0.0,7.0,8.0,28.0,210.0,1022.0,12.0,0.0,600000.0,1.0,2.0,1.0,40459.0,0.0
"""21610""",5.0,42340.0,35216.0,10.0,5.0,1000.0,10.0,4.0,12.0,76.0,130.0,0.0,4.0,12.0,37.0,890.0,1073.0,12.0,0.0,600000.0,1.0,1.0,2.0,39026.0,0.0
"""21611""",832.0,42340.0,35217.0,10.0,5.0,1650.0,10.0,10.0,12.0,3.0,118.0,1.0,3.0,11.0,24.0,200.0,1131.0,12.0,0.0,600000.0,1.0,2.0,1.0,39748.0,0.0
"""21612""",1257.0,42340.0,35217.0,10.0,5.0,1650.0,10.0,7.0,1.0,5.0,125.0,0.0,6.0,20.0,32.0,26.0,1102.0,12.0,0.0,600000.0,2.0,2.0,1.0,40407.0,1.0
"""21613""",88.0,42340.0,35217.0,10.0,5.0,1650.0,10.0,1.0,10.0,20.0,133.0,0.0,31.0,9.0,40.0,68.0,1175.0,12.0,0.0,600000.0,3.0,1.0,1.0,39912.0,1.0
"""21614""",734.0,42340.0,35217.0,10.0,5.0,1650.0,10.0,4.0,6.0,6.0,125.0,-2.0,22.0,1.0,34.0,180.0,1112.0,12.0,0.0,600000.0,6.0,2.0,1.0,39205.0,0.0
"""21615""",134.0,42340.0,35217.0,10.0,5.0,1650.0,10.0,12.0,2.0,15.0,112.0,1.0,13.0,12.0,15.0,390.0,1028.0,12.0,0.0,600000.0,2.0,2.0,1.0,39334.0,0.0
"""21616""",892.0,42340.0,35217.0,10.0,5.0,1650.0,10.0,11.0,11.0,8.0,111.0,-2.0,46.0,24.0,20.0,570.0,1192.0,12.0,0.0,600000.0,3.0,2.0,1.0,39183.0,0.0
"""21617""",1062.0,42340.0,35217.0,10.0,5.0,1650.0,10.0,9.0,4.0,4.0,117.0,0.0,1.0,11.0,24.0,89.0,1067.0,12.0,0.0,600000.0,1.0,2.0,1.0,39724.0,1.0
"""21618""",824.0,42340.0,35217.0,10.0,5.0,1650.0,10.0,2.0,7.0,19.0,131.0,-2.0,6.0,14.0,40.0,320.0,1076.0,12.0,0.0,600000.0,1.0,2.0,1.0,38994.0,0.0
"""21619""",1331.0,42340.0,35217.0,10.0,5.0,1650.0,10.0,5.0,9.0,11.0,125.0,-2.0,1.0,3.0,34.0,180.0,1032.0,12.0,0.0,600000.0,1.0,4.0,1.0,40782.0,0.0
"""21620""",64.0,42340.0,35217.0,10.0,5.0,1650.0,10.0,3.0,8.0,13.0,126.0,-5.0,3.0,7.0,38.0,380.0,1155.0,12.0,0.0,600000.0,2.0,2.0,1.0,40109.0,0.0
"""21621""",1180.0,42340.0,35217.0,10.0,5.0,1650.0,10.0,6.0,3.0,50.0,126.0,0.0,1.0,3.0,33.0,500.0,971.0,12.0,0.0,600000.0,13.0,2.0,1.0,40665.0,0.0
"""21622""",21.0,42340.0,35217.0,10.0,5.0,1650.0,10.0,8.0,5.0,24.0,121.0,0.0,13.0,22.0,28.0,33.0,1110.0,12.0,0.0,600000.0,1.0,3.0,1.0,39724.0,1.0
"""21623""",1789.0,42340.0,35218.0,10.0,4.0,1200.0,10.0,2.0,9.0,1.0,130.0,0.0,58.0,9.0,57.0,1520.0,1143.0,12.0,0.0,800000.0,12.0,3.0,1.0,40951.0,0.0
"""21624""",423.0,42340.0,35218.0,10.0,4.0,1200.0,10.0,8.0,2.0,5.0,123.0,0.0,44.0,22.0,50.0,71.0,1153.0,12.0,0.0,800000.0,1.0,2.0,1.0,40095.0,1.0
"""21625""",930.0,42340.0,35218.0,10.0,4.0,1200.0,10.0,1.0,3.0,15.0,131.0,-2.0,18.0,23.0,60.0,110.0,1152.0,12.0,0.0,800000.0,2.0,2.0,1.0,40475.0,0.0
"""21626""",1014.0,42340.0,35218.0,10.0,4.0,1200.0,10.0,3.0,4.0,73.0,130.0,0.0,42.0,4.0,57.0,200.0,1172.0,12.0,0.0,800000.0,6.0,2.0,1.0,40252.0,0.0
"""21627""",1468.0,42340.0,35218.0,10.0,4.0,1200.0,10.0,12.0,5.0,6.0,115.0,-2.0,693.0,5.0,44.0,100.0,1132.0,12.0,0.0,800000.0,2.0,2.0,1.0,40486.0,0.0
"""21628""",251.0,42340.0,35218.0,10.0,4.0,1200.0,10.0,5.0,1.0,20.0,128.0,0.0,9.0,18.0,55.0,34.0,1070.0,12.0,0.0,800000.0,1.0,2.0,1.0,39748.0,1.0
"""21629""",1379.0,42340.0,35218.0,10.0,4.0,1200.0,10.0,6.0,12.0,11.0,125.0,-2.0,3.0,3.0,54.0,38.0,1155.0,12.0,0.0,800000.0,2.0,1.0,1.0,40809.0,1.0
"""21630""",1169.0,42340.0,35218.0,10.0,4.0,1200.0,10.0,10.0,11.0,24.0,120.0,0.0,9.0,11.0,47.0,160.0,1097.0,12.0,0.0,800000.0,2.0,2.0,1.0,40429.0,0.0
"""21631""",1542.0,42340.0,35218.0,10.0,4.0,1200.0,10.0,4.0,7.0,4.0,129.0,0.0,9.0,10.0,56.0,94.0,1082.0,12.0,0.0,800000.0,2.0,3.0,1.0,40485.0,1.0
"""21632""",1637.0,42340.0,35218.0,10.0,4.0,1200.0,10.0,9.0,6.0,8.0,119.0,-2.0,1.0,12.0,48.0,1770.0,992.0,12.0,0.0,800000.0,2.0,2.0,1.0,40810.0,0.0
"""21633""",179.0,42340.0,35218.0,10.0,4.0,1200.0,10.0,11.0,8.0,13.0,115.0,-5.0,337.0,13.0,47.0,270.0,1048.0,12.0,0.0,800000.0,2.0,2.0,1.0,40047.0,0.0
"""21634""",325.0,42340.0,35219.0,10.0,4.0,1800.0,10.0,3.0,1.0,76.0,132.0,0.0,14.0,12.0,58.0,310.0,1097.0,12.0,0.0,800000.0,1.0,1.0,1.0,39349.0,0.0
"""21635""",756.0,42340.0,35219.0,10.0,4.0,1800.0,10.0,4.0,9.0,50.0,131.0,0.0,13.0,8.0,57.0,320.0,1080.0,12.0,0.0,800000.0,4.0,2.0,1.0,39472.0,0.0
"""21636""",1429.0,42340.0,35219.0,10.0,4.0,1800.0,10.0,2.0,8.0,20.0,132.0,0.0,78.0,18.0,58.0,110.0,1219.0,12.0,0.0,800000.0,2.0,3.0,1.0,40451.0,1.0
"""21637""",971.0,42340.0,35219.0,10.0,4.0,1800.0,10.0,7.0,10.0,6.0,128.0,-2.0,123.0,9.0,56.0,72.0,1085.0,12.0,0.0,800000.0,1.0,2.0,1.0,40419.0,1.0
"""21638""",1633.0,42340.0,35219.0,10.0,4.0,1800.0,10.0,1.0,6.0,24.0,133.0,0.0,1.0,3.0,59.0,620.0,1062.0,12.0,0.0,800000.0,2.0,2.0,1.0,40831.0,0.0
"""21639""",245.0,42340.0,35219.0,10.0,4.0,1800.0,10.0,9.0,4.0,8.0,126.0,-2.0,64.0,11.0,54.0,71.0,1003.0,12.0,0.0,800000.0,3.0,1.0,1.0,39849.0,0.0
"""21640""",491.0,42340.0,35219.0,10.0,4.0,1800.0,10.0,5.0,5.0,1.0,130.0,0.0,3.0,22.0,56.0,140.0,1129.0,12.0,0.0,800000.0,6.0,2.0,1.0,39532.0,1.0
"""21641""",1318.0,42340.0,35219.0,10.0,4.0,1800.0,10.0,6.0,3.0,4.0,130.0,0.0,1.0,7.0,56.0,34.0,1021.0,12.0,0.0,800000.0,5.0,2.0,6.0,40459.0,0.0
"""21642""",1629.0,42340.0,35219.0,10.0,4.0,1800.0,10.0,12.0,2.0,11.0,115.0,-2.0,35.0,10.0,43.0,130.0,1110.0,12.0,0.0,800000.0,3.0,2.0,1.0,40584.0,1.0
"""21643""",1531.0,42340.0,35219.0,10.0,4.0,1800.0,10.0,11.0,12.0,5.0,125.0,0.0,341.0,2.0,51.0,110.0,1052.0,12.0,0.0,800000.0,3.0,2.0,1.0,40588.0,1.0
"""21644""",1472.0,42340.0,35219.0,10.0,4.0,1800.0,10.0,10.0,7.0,3.0,125.0,0.0,7.0,15.0,51.0,45.0,1041.0,12.0,0.0,800000.0,3.0,2.0,1.0,40647.0,1.0
"""21645""",119.0,42340.0,35219.0,10.0,4.0,1800.0,10.0,8.0,11.0,19.0,128.0,-2.0,42.0,13.0,56.0,350.0,1130.0,12.0,0.0,800000.0,1.0,1.0,1.0,39381.0,0.0
"""21646""",1653.0,42340.0,35220.0,10.0,4.0,1200.0,10.0,3.0,9.0,73.0,132.0,0.0,9.0,7.0,58.0,700.0,1062.0,12.0,0.0,800000.0,1.0,2.0,1.0,40452.0,0.0
"""21647""",1421.0,42340.0,35220.0,10.0,4.0,1200.0,10.0,6.0,12.0,64.0,120.0,-10.0,1.0,2.0,56.0,520.0,1137.0,12.0,0.0,800000.0,7.0,8.0,1.0,40258.0,0.0
"""21648""",1496.0,42340.0,35220.0,10.0,4.0,1200.0,10.0,2.0,2.0,5.0,132.0,0.0,14.0,21.0,58.0,15.0,1013.0,12.0,0.0,800000.0,1.0,3.0,1.0,40438.0,1.0
"""21649""",1360.0,42340.0,35220.0,10.0,4.0,1200.0,10.0,1.0,3.0,20.0,133.0,0.0,9.0,18.0,59.0,67.0,1071.0,12.0,0.0,800000.0,1.0,3.0,1.0,40477.0,1.0
"""21650""",671.0,42340.0,35220.0,10.0,4.0,1200.0,10.0,12.0,8.0,50.0,114.0,0.0,9.0,22.0,40.0,230.0,1116.0,12.0,0.0,800000.0,6.0,2.0,1.0,39868.0,0.0
"""21651""",314.0,42340.0,35220.0,10.0,4.0,1200.0,10.0,9.0,1.0,75.0,126.0,0.0,7.0,14.0,52.0,150.0,1099.0,12.0,0.0,800000.0,5.0,2.0,1.0,40073.0,0.0
"""21652""",1495.0,42340.0,35220.0,10.0,4.0,1200.0,10.0,8.0,7.0,8.0,124.0,-2.0,14.0,1.0,52.0,340.0,1152.0,12.0,0.0,800000.0,6.0,3.0,1.0,40263.0,0.0
"""21653""",1738.0,42340.0,35220.0,10.0,4.0,1200.0,10.0,4.0,6.0,4.0,131.0,0.0,9.0,5.0,57.0,73.0,1060.0,12.0,0.0,800000.0,2.0,4.0,1.0,40838.0,1.0
"""21654""",129.0,42340.0,35220.0,10.0,4.0,1200.0,10.0,7.0,11.0,76.0,127.0,0.0,6.0,9.0,53.0,570.0,1216.0,12.0,0.0,800000.0,2.0,2.0,1.0,40109.0,0.0
"""21655""",344.0,42340.0,35220.0,10.0,4.0,1200.0,10.0,10.0,10.0,19.0,124.0,-2.0,93.0,3.0,52.0,170.0,1121.0,12.0,0.0,800000.0,2.0,2.0,1.0,40127.0,0.0
"""21656""",152.0,42340.0,35220.0,10.0,4.0,1200.0,10.0,11.0,4.0,13.0,115.0,-5.0,26.0,13.0,46.0,340.0,1056.0,12.0,0.0,800000.0,2.0,3.0,1.0,39770.0,0.0
"""21657""",1731.0,42340.0,35221.0,10.0,3.0,2200.0,10.0,4.0,4.0,73.0,126.0,0.0,9.0,7.0,73.0,420.0,1188.0,12.0,0.0,1165000.0,3.0,2.0,1.0,40669.0,0.0
"""21658""",1376.0,42340.0,35221.0,10.0,3.0,2200.0,10.0,3.0,6.0,6.0,125.0,-2.0,7.0,6.0,74.0,92.0,1162.0,12.0,0.0,1165000.0,6.0,3.0,1.0,40610.0,1.0
"""21659""",1201.0,42340.0,35221.0,10.0,3.0,2200.0,10.0,6.0,1.0,24.0,120.0,0.0,694.0,11.0,67.0,43.0,1088.0,12.0,0.0,1165000.0,6.0,2.0,1.0,40636.0,1.0
"""21660""",1026.0,42340.0,35221.0,10.0,3.0,2200.0,10.0,7.0,7.0,4.0,119.0,0.0,6.0,9.0,66.0,64.0,1179.0,12.0,0.0,1165000.0,3.0,2.0,1.0,40248.0,1.0
"""21661""",1536.0,42340.0,35221.0,10.0,3.0,2200.0,10.0,9.0,9.0,50.0,116.0,0.0,1.0,16.0,63.0,260.0,1029.0,12.0,0.0,1165000.0,7.0,3.0,1.0,40631.0,0.0
"""21662""",516.0,42340.0,35221.0,10.0,3.0,2200.0,10.0,11.0,2.0,13.0,110.0,-5.0,1.0,24.0,62.0,130.0,1026.0,12.0,0.0,1165000.0,8.0,2.0,1.0,39901.0,0.0
"""21663""",565.0,42340.0,35221.0,10.0,3.0,2200.0,10.0,8.0,10.0,64.0,107.0,-10.0,14.0,23.0,64.0,81.0,1060.0,12.0,0.0,1165000.0,6.0,3.0,1.0,39921.0,0.0
"""21664""",1559.0,42340.0,35221.0,10.0,3.0,2200.0,10.0,5.0,11.0,20.0,126.0,0.0,18.0,15.0,73.0,77.0,1067.0,12.0,0.0,1165000.0,7.0,2.0,1.0,40625.0,1.0
"""21665""",864.0,42340.0,35221.0,10.0,3.0,2200.0,10.0,10.0,3.0,11.0,114.0,-2.0,7.0,6.0,63.0,56.0,1023.0,12.0,0.0,1165000.0,2.0,2.0,1.0,40399.0,1.0
"""21666""",813.0,42340.0,35221.0,10.0,3.0,2200.0,10.0,1.0,5.0,1.0,133.0,0.0,9.0,19.0,80.0,440.0,1021.0,12.0,0.0,1165000.0,2.0,2.0,1.0,40070.0,0.0
"""21667""",1442.0,42340.0,35221.0,10.0,3.0,2200.0,10.0,12.0,8.0,8.0,111.0,-2.0,7.0,10.0,60.0,180.0,1100.0,12.0,0.0,1165000.0,6.0,2.0,1.0,40649.0,1.0
"""21668""",1293.0,42340.0,35222.0,10.0,3.0,1200.0,10.0,7.0,4.0,3.0,120.0,0.0,30.0,15.0,67.0,81.0,1134.0,12.0,0.0,1165000.0,3.0,2.0,1.0,40578.0,1.0
"""21669""",1667.0,42340.0,35222.0,10.0,3.0,1200.0,10.0,10.0,10.0,75.0,118.0,0.0,3.0,19.0,65.0,380.0,1121.0,12.0,0.0,1165000.0,3.0,2.0,1.0,40923.0,0.0
"""21670""",1537.0,42340.0,35222.0,10.0,3.0,1200.0,10.0,11.0,7.0,50.0,117.0,0.0,9.0,23.0,64.0,110.0,1024.0,12.0,0.0,1165000.0,3.0,2.0,1.0,40661.0,1.0
"""21671""",1625.0,42340.0,35222.0,10.0,3.0,1200.0,10.0,12.0,3.0,11.0,112.0,-2.0,533.0,2.0,61.0,2050.0,1152.0,12.0,0.0,1165000.0,1.0,1.0,1.0,40465.0,0.0
"""21672""",1672.0,42340.0,35222.0,10.0,3.0,1200.0,10.0,8.0,1.0,4.0,119.0,0.0,14.0,4.0,66.0,25.0,1154.0,12.0,0.0,1165000.0,2.0,1.0,1.0,40783.0,1.0
"""21673""",1122.0,42340.0,35222.0,10.0,3.0,1200.0,10.0,9.0,2.0,24.0,120.0,1.0,9.0,13.0,66.0,62.0,1148.0,12.0,0.0,1165000.0,1.0,2.0,1.0,40488.0,1.0
"""21674""",1322.0,42340.0,35222.0,10.0,3.0,1200.0,10.0,1.0,5.0,5.0,127.0,0.0,1.0,20.0,74.0,38.0,996.0,12.0,0.0,1165000.0,2.0,3.0,1.0,40815.0,0.0
"""21675""",154.0,42340.0,35222.0,10.0,3.0,1200.0,10.0,5.0,6.0,8.0,123.0,-2.0,18.0,14.0,72.0,930.0,1088.0,12.0,0.0,1165000.0,1.0,2.0,1.0,39737.0,0.0
"""21676""",326.0,42340.0,35222.0,10.0,3.0,1200.0,10.0,4.0,12.0,6.0,123.0,-2.0,1.0,1.0,72.0,250.0,1126.0,12.0,0.0,1165000.0,3.0,2.0,1.0,39899.0,0.0
"""21677""",1790.0,42340.0,35222.0,10.0,3.0,1200.0,10.0,6.0,11.0,19.0,119.0,-2.0,77.0,5.0,68.0,930.0,1113.0,12.0,0.0,1165000.0,1.0,2.0,1.0,40828.0,0.0
"""21678""",1662.0,42340.0,35222.0,10.0,3.0,1200.0,10.0,2.0,9.0,20.0,126.0,0.0,1.0,9.0,73.0,150.0,1137.0,12.0,0.0,1165000.0,3.0,2.0,1.0,40639.0,0.0
"""21679""",1248.0,42340.0,35222.0,10.0,3.0,1200.0,10.0,3.0,8.0,73.0,125.0,0.0,23.0,7.0,72.0,270.0,1141.0,12.0,0.0,1165000.0,5.0,2.0,1.0,40440.0,0.0
"""21680""",1349.0,42340.0,35223.0,10.0,3.0,1200.0,10.0,2.0,3.0,73.0,128.0,0.0,45.0,4.0,75.0,66.0,1150.0,12.0,0.0,1165000.0,6.0,2.0,1.0,40569.0,1.0
"""21681""",983.0,42340.0,35223.0,10.0,3.0,1200.0,10.0,12.0,12.0,13.0,109.0,-5.0,3.0,7.0,61.0,1290.0,1107.0,12.0,0.0,1165000.0,6.0,3.0,1.0,40222.0,0.0
"""21682""",1497.0,42340.0,35223.0,10.0,3.0,1200.0,10.0,8.0,9.0,19.0,117.0,-2.0,1.0,3.0,66.0,670.0,1195.0,12.0,0.0,1165000.0,1.0,2.0,1.0,40822.0,0.0
"""21683""",87.0,42340.0,35223.0,10.0,3.0,1200.0,10.0,10.0,10.0,5.0,120.0,2.0,7.0,13.0,65.0,160.0,1055.0,12.0,0.0,1165000.0,6.0,2.0,1.0,40218.0,0.0
"""21684""",416.0,42340.0,35223.0,10.0,3.0,1200.0,10.0,11.0,4.0,76.0,118.0,1.0,18.0,22.0,64.0,58.0,1170.0,12.0,0.0,1165000.0,2.0,3.0,1.0,40065.0,1.0
"""21685""",1430.0,42340.0,35223.0,10.0,3.0,1200.0,10.0,1.0,5.0,24.0,133.0,0.0,15.0,23.0,80.0,62.0,1084.0,12.0,0.0,1165000.0,3.0,2.0,1.0,40615.0,1.0
"""21686""",1108.0,42340.0,35223.0,10.0,3.0,1200.0,10.0,5.0,7.0,64.0,113.0,-10.0,1.0,2.0,70.0,80.0,1152.0,12.0,0.0,1165000.0,3.0,1.0,1.0,40261.0,0.0
"""21687""",771.0,42340.0,35223.0,10.0,3.0,1200.0,10.0,7.0,1.0,1.0,121.0,0.0,1.0,11.0,68.0,31.0,1154.0,12.0,0.0,1165000.0,6.0,4.0,1.0,40290.0,1.0
"""21688""",1745.0,42340.0,35223.0,10.0,3.0,1200.0,10.0,3.0,11.0,4.0,124.0,0.0,18.0,10.0,71.0,500.0,1061.0,12.0,0.0,1165000.0,3.0,2.0,1.0,41037.0,0.0
"""21689""",1651.0,42340.0,35223.0,10.0,3.0,1200.0,10.0,9.0,2.0,3.0,119.0,0.0,14.0,14.0,66.0,70.0,1274.0,12.0,0.0,1165000.0,2.0,4.0,1.0,40776.0,1.0
"""21690""",1791.0,42340.0,35223.0,10.0,3.0,1200.0,10.0,6.0,8.0,75.0,121.0,0.0,1.0,8.0,68.0,1310.0,1016.0,12.0,0.0,1165000.0,6.0,4.0,1.0,40627.0,0.0
"""21691""",1757.0,42344.0,35224.0,5.0,4.0,1400.0,10.0,8.0,3.0,6.0,124.0,-2.0,3.0,5.0,52.0,610.0,1243.0,12.0,0.0,800000.0,2.0,3.0,1.0,41167.0,0.0
