"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""",predict_result
"""19319""",1081.0,42263.0,35029.0,2.0,5.0,1200.0,10.0,10.0,10.0,11.0,111.0,-2.0,662.0,11.0,20.0,620.0,979.0,12.0,0.0,600000.0,1.0,3.0,1.0,40469.0,0.0
"""19320""",170.0,42263.0,35029.0,2.0,5.0,1200.0,10.0,7.0,9.0,3.0,118.0,0.0,3.0,12.0,25.0,130.0,1068.0,12.0,0.0,600000.0,1.0,2.0,1.0,39349.0,0.0
"""19321""",821.0,42263.0,35029.0,2.0,5.0,1200.0,10.0,4.0,5.0,20.0,126.0,0.0,9.0,18.0,33.0,230.0,1116.0,12.0,0.0,600000.0,2.0,3.0,1.0,40055.0,0.0
"""19322""",1164.0,42263.0,35029.0,2.0,5.0,1200.0,10.0,6.0,11.0,72.0,121.0,0.0,649.0,13.0,28.0,450.0,1160.0,12.0,0.0,600000.0,2.0,3.0,1.0,40433.0,0.0
"""19323""",994.0,42263.0,35029.0,2.0,5.0,1200.0,10.0,8.0,8.0,50.0,115.0,0.0,543.0,14.0,22.0,340.0,1077.0,12.0,0.0,600000.0,2.0,2.0,1.0,40488.0,0.0
"""19324""",1323.0,42263.0,35029.0,2.0,5.0,1200.0,10.0,1.0,2.0,73.0,133.0,0.0,3.0,7.0,40.0,42.0,1125.0,12.0,0.0,600000.0,1.0,4.0,1.0,40806.0,0.0
"""19325""",1478.0,42263.0,35029.0,2.0,5.0,1200.0,10.0,3.0,12.0,15.0,126.0,-2.0,1.0,23.0,35.0,1830.0,1176.0,12.0,0.0,600000.0,2.0,2.0,1.0,40485.0,0.0
"""19326""",221.0,42263.0,35029.0,2.0,5.0,1200.0,10.0,11.0,1.0,64.0,105.0,2.0,260.0,3.0,19.0,32.0,1086.0,12.0,0.0,600000.0,3.0,2.0,1.0,40280.0,0.0
"""19327""",872.0,42263.0,35029.0,2.0,5.0,1200.0,10.0,2.0,7.0,24.0,132.0,0.0,3.0,2.0,39.0,59.0,1121.0,12.0,0.0,600000.0,1.0,2.0,1.0,40134.0,0.0
"""19328""",720.0,42263.0,35029.0,2.0,5.0,1200.0,10.0,9.0,6.0,10.0,114.0,0.0,45.0,14.0,21.0,140.0,1106.0,12.0,0.0,600000.0,2.0,3.0,1.0,39313.0,0.0
"""19329""",217.0,42263.0,35029.0,2.0,5.0,1200.0,10.0,12.0,3.0,8.0,111.0,-2.0,663.0,1.0,18.0,290.0,1080.0,12.0,0.0,600000.0,6.0,2.0,1.0,39909.0,0.0
"""19330""",1176.0,42263.0,35029.0,2.0,5.0,1200.0,10.0,5.0,4.0,19.0,124.0,-2.0,38.0,20.0,33.0,48.0,1059.0,12.0,0.0,600000.0,1.0,2.0,1.0,40474.0,0.0
"""19331""",263.0,42263.0,35030.0,2.0,4.0,1200.0,10.0,1.0,9.0,15.0,131.0,-2.0,637.0,5.0,60.0,830.0,1083.0,12.0,0.0,800000.0,4.0,3.0,1.0,39866.0,0.0
"""19332""",888.0,42263.0,35030.0,2.0,4.0,1200.0,10.0,5.0,2.0,20.0,129.0,0.0,9.0,18.0,56.0,36.0,986.0,12.0,0.0,800000.0,2.0,2.0,1.0,40469.0,0.0
"""19333""",940.0,42263.0,35030.0,2.0,4.0,1200.0,10.0,10.0,8.0,3.0,122.0,0.0,1.0,14.0,49.0,40.0,1054.0,12.0,0.0,800000.0,3.0,2.0,1.0,40228.0,0.0
"""19334""",240.0,42263.0,35030.0,2.0,4.0,1200.0,10.0,8.0,3.0,8.0,123.0,-2.0,7.0,17.0,52.0,81.0,1096.0,12.0,0.0,800000.0,6.0,3.0,1.0,39850.0,1.0
"""19335""",443.0,42263.0,35030.0,2.0,4.0,1200.0,10.0,9.0,10.0,50.0,124.0,0.0,3.0,22.0,51.0,360.0,1096.0,12.0,0.0,800000.0,7.0,2.0,1.0,39159.0,0.0
"""19336""",876.0,42263.0,35030.0,2.0,4.0,1200.0,10.0,6.0,11.0,73.0,127.0,0.0,7.0,7.0,54.0,120.0,1088.0,12.0,0.0,800000.0,1.0,2.0,1.0,39727.0,0.0
"""19337""",1083.0,42263.0,35030.0,2.0,4.0,1200.0,10.0,2.0,5.0,13.0,128.0,-5.0,14.0,13.0,60.0,270.0,1074.0,12.0,0.0,800000.0,1.0,2.0,1.0,40413.0,0.0
"""19338""",1542.0,42263.0,35030.0,2.0,4.0,1200.0,10.0,4.0,1.0,21.0,129.0,0.0,9.0,10.0,56.0,52.0,1086.0,12.0,0.0,800000.0,2.0,3.0,1.0,40485.0,0.0
"""19339""",1045.0,42263.0,35030.0,2.0,4.0,1200.0,10.0,3.0,6.0,22.0,133.0,0.0,7.0,6.0,60.0,90.0,1180.0,12.0,0.0,800000.0,1.0,2.0,1.0,40453.0,0.0
"""19340""",741.0,42263.0,35030.0,2.0,4.0,1200.0,10.0,11.0,12.0,72.0,122.0,0.0,9.0,23.0,49.0,490.0,1099.0,12.0,0.0,800000.0,2.0,2.0,1.0,40056.0,0.0
