"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""",predict_result
"""20676""",1319.0,42309.0,35140.0,1.0,5.0,1800.0,10.0,2.0,2.0,72.0,131.0,0.0,1.0,24.0,36.0,110.0,921.0,12.0,0.0,600000.0,6.0,2.0,1.0,40630.0,0.0
"""20677""",1480.0,42309.0,35140.0,1.0,5.0,1800.0,10.0,10.0,7.0,11.0,117.0,-2.0,1.0,8.0,24.0,790.0,1076.0,12.0,0.0,600000.0,2.0,2.0,1.0,40846.0,0.0
"""20678""",1062.0,42309.0,35140.0,1.0,5.0,1800.0,10.0,7.0,11.0,4.0,123.0,0.0,334.0,11.0,28.0,93.0,1061.0,12.0,0.0,600000.0,1.0,2.0,1.0,39724.0,0.0
"""20679""",160.0,42309.0,35140.0,1.0,5.0,1800.0,10.0,11.0,9.0,1.0,115.0,0.0,281.0,18.0,20.0,230.0,1001.0,12.0,0.0,600000.0,6.0,3.0,1.0,39870.0,0.0
"""20680""",1184.0,42309.0,35140.0,1.0,5.0,1800.0,10.0,9.0,4.0,21.0,120.0,0.0,1.0,20.0,25.0,24.0,995.0,12.0,0.0,600000.0,2.0,2.0,1.0,40480.0,1.0
"""20681""",204.0,42309.0,35140.0,1.0,5.0,1800.0,10.0,6.0,3.0,5.0,125.0,0.0,3.0,8.0,30.0,130.0,1041.0,12.0,0.0,600000.0,2.0,1.0,1.0,39022.0,1.0
"""20682""",266.0,42309.0,35140.0,1.0,5.0,1800.0,10.0,12.0,12.0,50.0,114.0,1.0,1.0,1.0,18.0,450.0,1083.0,12.0,0.0,600000.0,1.0,2.0,1.0,38986.0,0.0
"""20683""",525.0,42309.0,35140.0,1.0,5.0,1800.0,10.0,8.0,6.0,3.0,120.0,0.0,3.0,12.0,25.0,51.0,1046.0,12.0,0.0,600000.0,4.0,4.0,1.0,39844.0,1.0
"""20684""",1010.0,42309.0,35140.0,1.0,5.0,1800.0,10.0,4.0,5.0,22.0,131.0,0.0,7.0,13.0,36.0,57.0,1087.0,12.0,0.0,600000.0,6.0,2.0,1.0,40230.0,1.0
"""20685""",1180.0,42309.0,35140.0,1.0,5.0,1800.0,10.0,3.0,8.0,73.0,131.0,0.0,1.0,3.0,36.0,770.0,965.0,12.0,0.0,600000.0,13.0,2.0,1.0,40665.0,0.0
"""20686""",233.0,42309.0,35140.0,1.0,5.0,1800.0,10.0,1.0,1.0,19.0,131.0,-2.0,7.0,4.0,38.0,210.0,1078.0,12.0,0.0,600000.0,2.0,2.0,1.0,39699.0,0.0
"""20687""",1467.0,42309.0,35140.0,1.0,5.0,1800.0,10.0,5.0,10.0,6.0,128.0,-2.0,89.0,9.0,35.0,270.0,1073.0,12.0,0.0,600000.0,2.0,1.0,1.0,40836.0,0.0
"""20688""",270.0,42309.0,35141.0,1.0,5.0,1650.0,10.0,11.0,1.0,8.0,114.0,-2.0,66.0,1.0,23.0,470.0,1106.0,12.0,0.0,600000.0,6.0,3.0,1.0,40256.0,0.0
"""20689""",1323.0,42309.0,35141.0,1.0,5.0,1650.0,10.0,3.0,2.0,6.0,129.0,-2.0,88.0,7.0,38.0,290.0,1142.0,12.0,0.0,600000.0,1.0,4.0,1.0,40806.0,0.0
"""20690""",88.0,42309.0,35141.0,1.0,5.0,1650.0,10.0,1.0,7.0,22.0,133.0,0.0,31.0,9.0,40.0,100.0,1171.0,12.0,0.0,600000.0,3.0,1.0,1.0,39912.0,1.0
