"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""",predict_result
"""12653""",922.0,42001.0,34261.0,3.0,5.0,1650.0,5.0,14.0,6.0,1.0,111.0,-2.0,45.0,19.0,15.0,1070.0,1082.0,14.0,82.0,575000.0,2.0,1.0,1.0,40051.0,0.0
"""12654""",1083.0,42001.0,34261.0,3.0,5.0,1650.0,5.0,1.0,7.0,5.0,133.0,0.0,14.0,13.0,40.0,28.0,1062.0,14.0,101.0,575000.0,1.0,2.0,1.0,40413.0,0.0
"""12655""",854.0,42001.0,34261.0,3.0,5.0,1650.0,5.0,12.0,13.0,15.0,115.0,-2.0,521.0,2.0,24.0,1200.0,1129.0,14.0,91.0,575000.0,1.0,2.0,1.0,40111.0,0.0
"""12656""",477.0,42001.0,34261.0,3.0,5.0,1650.0,5.0,6.0,1.0,22.0,122.0,0.0,1.0,18.0,29.0,34.0,1150.0,14.0,99.0,575000.0,2.0,2.0,1.0,40082.0,1.0
"""12657""",858.0,42001.0,34261.0,3.0,5.0,1650.0,5.0,11.0,3.0,12.0,117.0,0.0,1.0,12.0,24.0,350.0,1092.0,14.0,97.0,575000.0,4.0,6.0,1.0,40277.0,0.0
"""12658""",358.0,42001.0,34261.0,3.0,5.0,1650.0,5.0,10.0,11.0,8.0,116.0,-2.0,1.0,1.0,25.0,1220.0,1104.0,14.0,0.0,575000.0,3.0,2.0,1.0,38093.0,0.0
"""12659""",172.0,42001.0,34261.0,3.0,5.0,1650.0,5.0,9.0,10.0,16.0,120.0,2.0,3.0,17.0,25.0,66.0,1016.0,14.0,102.0,575000.0,2.0,2.0,1.0,40074.0,1.0
"""12660""",929.0,42001.0,34261.0,3.0,5.0,1650.0,5.0,3.0,14.0,57.0,130.0,0.0,1.0,21.0,37.0,190.0,1161.0,14.0,103.0,575000.0,2.0,2.0,1.0,40422.0,1.0
"""12661""",721.0,42001.0,34261.0,3.0,5.0,1650.0,5.0,13.0,5.0,10.0,113.0,0.0,129.0,24.0,18.0,220.0,1134.0,14.0,97.0,575000.0,1.0,2.0,1.0,40084.0,0.0
"""12662""",165.0,42001.0,34261.0,3.0,5.0,1650.0,5.0,7.0,12.0,23.0,122.0,0.0,3.0,9.0,29.0,330.0,1118.0,14.0,74.0,575000.0,1.0,2.0,1.0,39362.0,0.0
"""12663""",1150.0,42001.0,34261.0,3.0,5.0,1650.0,5.0,5.0,9.0,3.0,125.0,0.0,3.0,22.0,32.0,100.0,1135.0,14.0,96.0,575000.0,2.0,2.0,1.0,40090.0,0.0
"""12664""",1270.0,42001.0,34261.0,3.0,5.0,1650.0,5.0,8.0,2.0,11.0,117.0,-2.0,13.0,11.0,26.0,600.0,1110.0,14.0,81.0,575000.0,1.0,2.0,4.0,40503.0,0.0
"""12665""",739.0,42001.0,34261.0,3.0,5.0,1650.0,5.0,2.0,4.0,24.0,131.0,0.0,1.0,6.0,38.0,130.0,1035.0,14.0,90.0,575000.0,3.0,1.0,1.0,40221.0,0.0
"""12666""",237.0,42001.0,34261.0,3.0,5.0,1650.0,5.0,4.0,8.0,4.0,129.0,0.0,111.0,3.0,36.0,180.0,1040.0,14.0,80.0,575000.0,9.0,3.0,1.0,39702.0,0.0
"""12667""",461.0,42001.0,34262.0,8.0,5.0,1200.0,1.0,8.0,6.0,5.0,129.0,0.0,1.0,2.0,36.0,69.0,1007.0,14.0,99.0,575000.0,3.0,2.0,1.0,39885.0,0.0
"""12668""",348.0,42001.0,34262.0,8.0,5.0,1200.0,1.0,9.0,8.0,4.0,128.0,0.0,1.0,3.0,35.0,63.0,1233.0,14.0,102.0,575000.0,1.0,2.0,1.0,40121.0,1.0
"""12669""",271.0,42001.0,34262.0,8.0,5.0,1200.0,1.0,12.0,1.0,7.0,120.0,-7.0,522.0,14.0,34.0,59.0,1050.0,14.0,107.0,575000.0,1.0,2.0,1.0,39763.0,1.0
"""12670""",775.0,42001.0,34262.0,8.0,5.0,1200.0,1.0,1.0,12.0,3.0,133.0,0.0,3.0,12.0,40.0,56.0,1175.0,14.0,95.0,575000.0,2.0,2.0,1.0,39729.0,0.0
"""12671""",941.0,42001.0,34262.0,8.0,5.0,1200.0,1.0,6.0,9.0,24.0,130.0,0.0,78.0,23.0,37.0,140.0,1093.0,14.0,103.0,575000.0,1.0,2.0,3.0,40069.0,1.0
"""12672""",1182.0,42001.0,34262.0,8.0,5.0,1200.0,1.0,2.0,7.0,1.0,130.0,-2.0,1.0,11.0,39.0,60.0,1079.0,14.0,95.0,575000.0,1.0,2.0,1.0,40479.0,0.0
"""12673""",1196.0,42001.0,34262.0,8.0,5.0,1200.0,1.0,10.0,3.0,13.0,123.0,-5.0,18.0,15.0,35.0,160.0,1112.0,14.0,81.0,575000.0,2.0,1.0,1.0,40420.0,0.0
"""12674""",1446.0,42001.0,34262.0,8.0,5.0,1200.0,1.0,13.0,4.0,19.0,115.0,1.0,208.0,4.0,23.0,1800.0,1040.0,14.0,93.0,575000.0,2.0,4.0,4.0,40031.0,0.0
