"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""",predict_result
"""9494""",224.0,41896.0,34001.0,1.0,5.0,1400.0,2.0,9.0,11.0,9.0,123.0,0.0,7.0,7.0,30.0,240.0,1100.0,14.0,99.0,575000.0,1.0,2.0,3.0,40109.0,0.0
"""9495""",1022.0,41896.0,34001.0,1.0,5.0,1400.0,2.0,3.0,2.0,21.0,132.0,0.0,7.0,6.0,39.0,61.0,1222.0,14.0,106.0,575000.0,2.0,2.0,1.0,40478.0,1.0
"""9496""",656.0,41896.0,34001.0,1.0,5.0,1400.0,2.0,7.0,9.0,5.0,125.0,0.0,7.0,22.0,32.0,61.0,1136.0,14.0,101.0,575000.0,1.0,3.0,1.0,38242.0,0.0
"""9497""",785.0,41896.0,34001.0,1.0,5.0,1400.0,2.0,8.0,14.0,11.0,122.0,-2.0,3.0,11.0,31.0,580.0,988.0,14.0,86.0,575000.0,3.0,2.0,3.0,40281.0,0.0
"""9498""",633.0,41896.0,34001.0,1.0,5.0,1400.0,2.0,11.0,7.0,8.0,119.0,-2.0,3.0,17.0,28.0,270.0,1137.0,14.0,96.0,575000.0,2.0,2.0,1.0,39339.0,0.0
"""9499""",978.0,41896.0,34001.0,1.0,5.0,1400.0,2.0,5.0,4.0,6.0,125.0,-2.0,284.0,5.0,34.0,170.0,1099.0,14.0,89.0,575000.0,1.0,4.0,1.0,40433.0,0.0
"""9500""",54.0,41896.0,34001.0,1.0,5.0,1400.0,2.0,1.0,1.0,24.0,133.0,0.0,3.0,14.0,40.0,38.0,1032.0,14.0,107.0,575000.0,1.0,1.0,1.0,38266.0,1.0
"""9501""",15.0,41896.0,34001.0,1.0,5.0,1400.0,2.0,10.0,3.0,50.0,121.0,0.0,3.0,3.0,28.0,57.0,1065.0,14.0,98.0,575000.0,1.0,5.0,1.0,39697.0,1.0
"""9502""",899.0,41896.0,34001.0,1.0,5.0,1400.0,2.0,2.0,13.0,3.0,133.0,0.0,3.0,4.0,40.0,80.0,1075.0,14.0,107.0,575000.0,2.0,2.0,1.0,40055.0,1.0
"""9503""",1001.0,41896.0,34001.0,1.0,5.0,1400.0,2.0,14.0,5.0,7.0,107.0,1.0,6.0,9.0,18.0,460.0,1062.0,14.0,84.0,575000.0,1.0,1.0,4.0,39757.0,0.0
"""9504""",593.0,41896.0,34001.0,1.0,5.0,1400.0,2.0,13.0,12.0,19.0,115.0,-2.0,7.0,18.0,24.0,990.0,1053.0,14.0,99.0,575000.0,2.0,2.0,3.0,40445.0,0.0
"""9505""",863.0,41896.0,34001.0,1.0,5.0,1400.0,2.0,4.0,8.0,1.0,129.0,-2.0,1.0,1.0,38.0,210.0,1203.0,14.0,100.0,575000.0,1.0,1.0,1.0,40143.0,0.0
"""9506""",854.0,41896.0,34001.0,1.0,5.0,1400.0,2.0,6.0,6.0,4.0,127.0,0.0,18.0,2.0,34.0,100.0,1073.0,14.0,98.0,575000.0,1.0,2.0,1.0,40111.0,0.0
"""9507""",124.0,41896.0,34002.0,1.0,5.0,1200.0,2.0,9.0,11.0,15.0,122.0,-2.0,1.0,20.0,30.0,360.0,1071.0,14.0,100.0,575000.0,1.0,2.0,1.0,39337.0,0.0
"""9508""",150.0,41896.0,34002.0,1.0,5.0,1200.0,2.0,5.0,12.0,16.0,131.0,0.0,7.0,17.0,37.0,130.0,1092.0,14.0,89.0,575000.0,3.0,3.0,1.0,39520.0,0.0
"""9509""",922.0,41896.0,34002.0,1.0,5.0,1200.0,2.0,13.0,1.0,4.0,114.0,0.0,7.0,6.0,20.0,990.0,1045.0,14.0,75.0,575000.0,2.0,1.0,1.0,40051.0,0.0
"""9510""",1019.0,41896.0,34002.0,1.0,5.0,1200.0,2.0,4.0,2.0,50.0,132.0,0.0,9.0,13.0,38.0,190.0,1103.0,14.0,96.0,575000.0,2.0,2.0,1.0,40445.0,0.0
"""9511""",350.0,41896.0,34002.0,1.0,5.0,1200.0,2.0,6.0,14.0,1.0,129.0,-2.0,37.0,11.0,37.0,580.0,1084.0,14.0,100.0,575000.0,6.0,3.0,1.0,39187.0,0.0
"""9512""",683.0,41896.0,34002.0,1.0,5.0,1200.0,2.0,7.0,8.0,3.0,130.0,0.0,42.0,3.0,36.0,71.0,1147.0,14.0,103.0,575000.0,1.0,2.0,1.0,39755.0,1.0
"""9513""",218.0,41896.0,34002.0,1.0,5.0,1200.0,2.0,12.0,13.0,21.0,115.0,0.0,452.0,9.0,21.0,57.0,1161.0,14.0,102.0,575000.0,2.0,2.0,1.0,40047.0,1.0
"""9514""",40.0,41896.0,34002.0,1.0,5.0,1200.0,2.0,14.0,3.0,12.0,113.0,0.0,14.0,3.0,19.0,440.0,1116.0,14.0,101.0,575000.0,3.0,3.0,1.0,39169.0,0.0
"""9515""",367.0,41896.0,34002.0,1.0,5.0,1200.0,2.0,11.0,10.0,6.0,117.0,-2.0,26.0,1.0,25.0,74.0,1073.0,14.0,100.0,575000.0,1.0,2.0,1.0,40073.0,1.0
"""9516""",455.0,41896.0,34002.0,1.0,5.0,1200.0,2.0,8.0,6.0,19.0,128.0,-2.0,3.0,7.0,36.0,830.0,1147.0,14.0,93.0,575000.0,1.0,3.0,1.0,39014.0,0.0
"""9517""",1146.0,41896.0,34002.0,1.0,5.0,1200.0,2.0,1.0,9.0,8.0,131.0,-2.0,9.0,17.0,39.0,990.0,1167.0,14.0,88.0,575000.0,2.0,3.0,3.0,40397.0,0.0
"""9518""",802.0,41896.0,34002.0,1.0,5.0,1200.0,2.0,2.0,4.0,5.0,133.0,0.0,38.0,22.0,39.0,27.0,1123.0,14.0,91.0,575000.0,2.0,2.0,1.0,40504.0,0.0
"""9519""",592.0,41896.0,34002.0,1.0,5.0,1200.0,2.0,10.0,7.0,55.0,120.0,0.0,13.0,4.0,26.0,820.0,1072.0,14.0,101.0,575000.0,6.0,2.0,1.0,39116.0,0.0
