"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""",predict_result
"""9924""",775.0,41909.0,34037.0,9.0,4.0,1000.0,2.0,14.0,10.0,55.0,119.0,2.0,3.0,12.0,42.0,230.0,1175.0,14.0,96.0,760000.0,2.0,2.0,1.0,39729.0,0.0
"""9925""",1152.0,41909.0,34037.0,9.0,4.0,1000.0,2.0,12.0,7.0,21.0,120.0,0.0,7.0,6.0,45.0,120.0,1095.0,14.0,100.0,760000.0,1.0,2.0,1.0,40451.0,0.0
"""9926""",177.0,41909.0,34037.0,9.0,4.0,1000.0,2.0,6.0,6.0,10.0,124.0,0.0,1.0,20.0,49.0,33.0,1087.0,14.0,102.0,760000.0,2.0,3.0,1.0,38977.0,0.0
"""9927""",173.0,41909.0,34037.0,9.0,4.0,1000.0,2.0,7.0,4.0,19.0,121.0,-2.0,94.0,7.0,48.0,230.0,1100.0,14.0,103.0,760000.0,6.0,2.0,1.0,39162.0,0.0
"""9928""",623.0,41909.0,34037.0,9.0,4.0,1000.0,2.0,9.0,3.0,5.0,121.0,0.0,7.0,5.0,46.0,47.0,1174.0,14.0,107.0,760000.0,2.0,2.0,1.0,40055.0,1.0
"""9929""",1166.0,41909.0,34037.0,9.0,4.0,1000.0,2.0,3.0,12.0,50.0,129.0,0.0,3.0,2.0,54.0,55.0,1176.0,14.0,109.0,760000.0,1.0,3.0,1.0,40135.0,1.0
"""9930""",768.0,41909.0,34037.0,9.0,4.0,1000.0,2.0,5.0,5.0,7.0,117.0,-7.0,14.0,1.0,49.0,290.0,1149.0,14.0,103.0,760000.0,1.0,2.0,1.0,39719.0,0.0
"""9931""",1106.0,41909.0,34037.0,9.0,4.0,1000.0,2.0,2.0,9.0,16.0,131.0,0.0,465.0,19.0,56.0,520.0,1071.0,14.0,99.0,760000.0,3.0,2.0,1.0,40255.0,0.0
"""9932""",339.0,41909.0,34037.0,9.0,4.0,1000.0,2.0,10.0,11.0,3.0,120.0,0.0,100.0,22.0,45.0,45.0,1119.0,14.0,0.0,760000.0,6.0,2.0,1.0,39873.0,0.0
"""9933""",1081.0,41909.0,34037.0,9.0,4.0,1000.0,2.0,8.0,13.0,15.0,121.0,-2.0,14.0,3.0,48.0,990.0,983.0,14.0,82.0,760000.0,1.0,3.0,1.0,40469.0,0.0
"""9934""",604.0,41909.0,34037.0,9.0,4.0,1000.0,2.0,11.0,8.0,8.0,118.0,-2.0,1.0,11.0,45.0,820.0,1182.0,14.0,92.0,760000.0,1.0,3.0,1.0,39734.0,0.0
"""9935""",1287.0,41909.0,34037.0,9.0,4.0,1000.0,2.0,4.0,2.0,4.0,127.0,0.0,32.0,10.0,52.0,480.0,1094.0,14.0,89.0,760000.0,2.0,3.0,1.0,40839.0,0.0
"""9936""",484.0,41909.0,34037.0,9.0,4.0,1000.0,2.0,1.0,1.0,13.0,128.0,-5.0,9.0,13.0,58.0,300.0,1052.0,14.0,107.0,760000.0,1.0,2.0,1.0,40082.0,0.0
"""9937""",219.0,41909.0,34038.0,9.0,5.0,1200.0,2.0,7.0,12.0,50.0,123.0,0.0,7.0,22.0,29.0,760.0,1095.0,12.0,96.0,575000.0,2.0,2.0,1.0,39690.0,0.0
"""9938""",150.0,41909.0,34038.0,9.0,5.0,1200.0,2.0,2.0,6.0,13.0,126.0,-5.0,7.0,17.0,37.0,270.0,1083.0,12.0,101.0,575000.0,3.0,3.0,1.0,39520.0,0.0
"""9939""",453.0,41909.0,34038.0,9.0,5.0,1200.0,2.0,12.0,11.0,12.0,115.0,0.0,1.0,12.0,21.0,950.0,1028.0,12.0,101.0,575000.0,1.0,2.0,1.0,39355.0,0.0
"""9940""",794.0,41909.0,34038.0,9.0,5.0,1200.0,2.0,3.0,5.0,3.0,130.0,0.0,1.0,3.0,36.0,39.0,1189.0,12.0,103.0,575000.0,1.0,2.0,1.0,40428.0,1.0
"""9941""",367.0,41909.0,34038.0,9.0,5.0,1200.0,2.0,8.0,10.0,6.0,118.0,-2.0,26.0,1.0,26.0,70.0,1076.0,12.0,102.0,575000.0,1.0,2.0,1.0,40073.0,1.0
"""9942""",271.0,41909.0,34038.0,9.0,5.0,1200.0,2.0,5.0,1.0,24.0,130.0,0.0,466.0,14.0,36.0,120.0,1043.0,12.0,101.0,575000.0,1.0,2.0,1.0,39763.0,0.0
"""9943""",218.0,41909.0,34038.0,9.0,5.0,1200.0,2.0,11.0,2.0,21.0,115.0,0.0,433.0,9.0,21.0,22.0,1165.0,12.0,98.0,575000.0,2.0,2.0,1.0,40047.0,1.0
"""9944""",940.0,41909.0,34038.0,9.0,5.0,1200.0,2.0,6.0,4.0,11.0,123.0,-2.0,449.0,11.0,31.0,68.0,1024.0,12.0,103.0,575000.0,3.0,2.0,1.0,40228.0,1.0
