"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""",predict_result
"""10597""",1120.0,41931.0,34093.0,1.0,5.0,1650.0,2.0,1.0,8.0,24.0,133.0,0.0,7.0,23.0,40.0,73.0,1160.0,12.0,104.0,575000.0,2.0,2.0,1.0,39714.0,1.0
"""10598""",160.0,41931.0,34093.0,1.0,5.0,1650.0,2.0,7.0,5.0,10.0,129.0,0.0,30.0,18.0,36.0,150.0,995.0,12.0,91.0,575000.0,6.0,3.0,1.0,39870.0,0.0
"""10599""",15.0,41931.0,34093.0,1.0,5.0,1650.0,2.0,11.0,4.0,19.0,118.0,-2.0,390.0,3.0,27.0,88.0,1065.0,12.0,100.0,575000.0,1.0,5.0,1.0,39697.0,0.0
"""10600""",165.0,41931.0,34093.0,1.0,5.0,1650.0,2.0,6.0,11.0,9.0,129.0,0.0,3.0,9.0,36.0,170.0,1090.0,12.0,94.0,575000.0,1.0,2.0,1.0,39362.0,0.0
"""10601""",471.0,41931.0,34093.0,1.0,5.0,1650.0,2.0,9.0,1.0,21.0,123.0,0.0,1.0,22.0,30.0,46.0,1189.0,12.0,103.0,575000.0,3.0,2.0,1.0,40215.0,1.0
"""10602""",53.0,41931.0,34093.0,1.0,5.0,1650.0,2.0,5.0,2.0,5.0,129.0,0.0,7.0,6.0,36.0,62.0,1172.0,12.0,98.0,575000.0,2.0,2.0,1.0,39760.0,0.0
"""10603""",734.0,41931.0,34093.0,1.0,5.0,1650.0,2.0,3.0,12.0,6.0,129.0,-2.0,3.0,1.0,38.0,350.0,1127.0,12.0,91.0,575000.0,6.0,2.0,1.0,39205.0,0.0
"""10604""",350.0,41931.0,34093.0,1.0,5.0,1650.0,2.0,8.0,7.0,1.0,125.0,-2.0,37.0,11.0,34.0,160.0,1080.0,12.0,95.0,575000.0,6.0,3.0,1.0,39187.0,0.0
"""10605""",134.0,41931.0,34093.0,1.0,5.0,1650.0,2.0,2.0,3.0,12.0,131.0,0.0,13.0,12.0,38.0,100.0,1068.0,12.0,100.0,575000.0,2.0,2.0,1.0,39334.0,0.0
"""10606""",721.0,41931.0,34093.0,1.0,5.0,1650.0,2.0,12.0,10.0,11.0,113.0,1.0,9.0,5.0,21.0,760.0,1154.0,12.0,101.0,575000.0,1.0,2.0,1.0,40084.0,0.0
"""10607""",255.0,41931.0,34093.0,1.0,5.0,1650.0,2.0,4.0,9.0,16.0,131.0,0.0,32.0,17.0,38.0,56.0,1077.0,12.0,96.0,575000.0,2.0,2.0,1.0,39707.0,0.0
"""10608""",224.0,41931.0,34093.0,1.0,5.0,1650.0,2.0,10.0,6.0,20.0,122.0,0.0,470.0,7.0,29.0,110.0,1104.0,12.0,83.0,575000.0,1.0,2.0,3.0,40109.0,0.0
"""10609""",423.0,41931.0,34094.0,1.0,4.0,1200.0,2.0,4.0,11.0,11.0,125.0,-2.0,409.0,22.0,54.0,130.0,1159.0,12.0,85.0,760000.0,1.0,2.0,1.0,40095.0,0.0
"""10610""",1186.0,41931.0,34094.0,1.0,4.0,1200.0,2.0,2.0,2.0,24.0,130.0,0.0,3.0,23.0,57.0,70.0,1149.0,12.0,102.0,760000.0,2.0,2.0,1.0,40443.0,0.0
"""10611""",1254.0,41931.0,34094.0,1.0,4.0,1200.0,2.0,7.0,4.0,20.0,125.0,0.0,26.0,13.0,52.0,670.0,1146.0,12.0,107.0,760000.0,2.0,3.0,1.0,40072.0,0.0
"""10612""",581.0,41931.0,34094.0,1.0,4.0,1200.0,2.0,12.0,6.0,12.0,114.0,0.0,149.0,19.0,41.0,990.0,1101.0,12.0,88.0,760000.0,2.0,2.0,5.0,40075.0,0.0
"""10613""",1257.0,41931.0,34094.0,1.0,4.0,1200.0,2.0,10.0,8.0,15.0,119.0,-2.0,1.0,20.0,48.0,990.0,1108.0,12.0,101.0,760000.0,2.0,2.0,1.0,40407.0,0.0
"""10614""",1201.0,41931.0,34094.0,1.0,4.0,1200.0,2.0,8.0,10.0,8.0,121.0,-2.0,88.0,11.0,50.0,990.0,1077.0,12.0,109.0,760000.0,6.0,2.0,1.0,40636.0,0.0
"""10615""",421.0,41931.0,34094.0,1.0,4.0,1200.0,2.0,11.0,9.0,6.0,114.0,-2.0,7.0,18.0,43.0,420.0,1063.0,12.0,102.0,760000.0,1.0,2.0,1.0,38985.0,0.0
"""10616""",19.0,41931.0,34094.0,1.0,4.0,1200.0,2.0,3.0,1.0,21.0,128.0,0.0,9.0,14.0,55.0,34.0,1215.0,12.0,107.0,760000.0,2.0,2.0,1.0,40139.0,1.0
"""10617""",1149.0,41931.0,34094.0,1.0,4.0,1200.0,2.0,1.0,3.0,3.0,133.0,0.0,1.0,12.0,60.0,22.0,1064.0,12.0,110.0,760000.0,2.0,3.0,1.0,40414.0,1.0
"""10618""",1160.0,41931.0,34094.0,1.0,4.0,1200.0,2.0,5.0,12.0,16.0,126.0,0.0,18.0,6.0,53.0,440.0,1096.0,12.0,105.0,760000.0,2.0,2.0,1.0,40453.0,0.0
"""10619""",63.0,41931.0,34094.0,1.0,4.0,1200.0,2.0,9.0,5.0,19.0,119.0,-2.0,3.0,3.0,48.0,140.0,1111.0,12.0,106.0,760000.0,1.0,4.0,1.0,39360.0,0.0
"""10620""",1307.0,41931.0,34094.0,1.0,4.0,1200.0,2.0,6.0,7.0,5.0,125.0,0.0,1.0,20.0,52.0,98.0,1115.0,12.0,107.0,760000.0,1.0,3.0,1.0,40053.0,1.0
"""10621""",602.0,41931.0,34095.0,1.0,4.0,1800.0,2.0,4.0,6.0,5.0,129.0,0.0,7.0,6.0,54.0,220.0,1160.0,12.0,0.0,760000.0,1.0,2.0,1.0,39735.0,0.0
"""10622""",564.0,41931.0,34095.0,1.0,4.0,1800.0,2.0,5.0,7.0,57.0,129.0,0.0,37.0,24.0,54.0,62.0,1093.0,12.0,108.0,760000.0,4.0,2.0,1.0,39879.0,1.0
"""10623""",356.0,41931.0,34095.0,1.0,4.0,1800.0,2.0,11.0,1.0,21.0,118.0,0.0,37.0,13.0,43.0,49.0,1122.0,12.0,102.0,760000.0,1.0,2.0,1.0,39315.0,0.0
"""10624""",204.0,41931.0,34095.0,1.0,4.0,1800.0,2.0,6.0,5.0,6.0,125.0,-2.0,3.0,8.0,52.0,820.0,1010.0,12.0,103.0,760000.0,2.0,1.0,1.0,39022.0,0.0
"""10625""",1247.0,41931.0,34095.0,1.0,4.0,1800.0,2.0,9.0,12.0,11.0,118.0,-2.0,1.0,18.0,45.0,400.0,1012.0,12.0,95.0,760000.0,2.0,3.0,1.0,40443.0,0.0
"""10626""",877.0,41931.0,34095.0,1.0,4.0,1800.0,2.0,3.0,10.0,20.0,131.0,0.0,9.0,15.0,56.0,42.0,1135.0,12.0,106.0,760000.0,1.0,3.0,1.0,40448.0,1.0
"""10627""",408.0,41931.0,34095.0,1.0,4.0,1800.0,2.0,12.0,3.0,10.0,116.0,0.0,94.0,19.0,41.0,120.0,1006.0,12.0,101.0,760000.0,3.0,3.0,1.0,39537.0,0.0
"""10628""",691.0,41931.0,34095.0,1.0,4.0,1800.0,2.0,7.0,11.0,15.0,122.0,-2.0,32.0,3.0,49.0,800.0,1113.0,12.0,103.0,760000.0,1.0,3.0,1.0,39720.0,0.0
"""10629""",449.0,41931.0,34095.0,1.0,4.0,1800.0,2.0,10.0,8.0,55.0,120.0,0.0,47.0,23.0,45.0,100.0,1091.0,12.0,110.0,760000.0,3.0,2.0,1.0,39506.0,1.0
"""10630""",572.0,41931.0,34095.0,1.0,4.0,1800.0,2.0,1.0,9.0,9.0,133.0,0.0,3.0,22.0,58.0,280.0,979.0,12.0,102.0,760000.0,2.0,2.0,1.0,39732.0,0.0
"""10631""",407.0,41931.0,34095.0,1.0,4.0,1800.0,2.0,2.0,2.0,3.0,132.0,0.0,7.0,4.0,57.0,40.0,1008.0,12.0,0.0,760000.0,4.0,3.0,1.0,39909.0,0.0
