"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""",predict_result
"""11529""",415.0,41962.0,34168.0,7.0,5.0,1000.0,1.0,7.0,5.0,28.0,122.0,0.0,142.0,5.0,29.0,220.0,1019.0,12.0,96.0,575000.0,3.0,2.0,1.0,39219.0,0.0
"""11530""",671.0,41962.0,34168.0,7.0,5.0,1000.0,1.0,3.0,12.0,5.0,131.0,0.0,7.0,22.0,38.0,87.0,1079.0,12.0,106.0,575000.0,6.0,2.0,1.0,39868.0,1.0
"""11531""",418.0,41962.0,34168.0,7.0,5.0,1000.0,1.0,6.0,6.0,6.0,126.0,-2.0,1.0,12.0,35.0,370.0,1067.0,12.0,98.0,575000.0,6.0,3.0,1.0,39558.0,0.0
"""11532""",970.0,41962.0,34168.0,7.0,5.0,1000.0,1.0,10.0,10.0,10.0,118.0,0.0,3.0,8.0,25.0,130.0,1069.0,12.0,100.0,575000.0,4.0,3.0,1.0,40295.0,1.0
"""11533""",698.0,41962.0,34168.0,7.0,5.0,1000.0,1.0,9.0,11.0,58.0,118.0,0.0,63.0,11.0,25.0,700.0,1049.0,12.0,0.0,575000.0,6.0,2.0,4.0,40240.0,0.0
"""11534""",1165.0,41962.0,34168.0,7.0,5.0,1000.0,1.0,2.0,9.0,20.0,131.0,0.0,6.0,7.0,38.0,190.0,1182.0,12.0,100.0,575000.0,1.0,1.0,1.0,40480.0,0.0
"""11535""",223.0,41962.0,34168.0,7.0,5.0,1000.0,1.0,8.0,1.0,22.0,122.0,0.0,7.0,1.0,29.0,43.0,1079.0,12.0,97.0,575000.0,3.0,2.0,1.0,39540.0,0.0
"""11536""",149.0,41962.0,34168.0,7.0,5.0,1000.0,1.0,12.0,3.0,1.0,112.0,-2.0,1.0,4.0,21.0,71.0,1071.0,12.0,95.0,575000.0,3.0,2.0,1.0,38810.0,0.0
"""11537""",897.0,41962.0,34168.0,7.0,5.0,1000.0,1.0,1.0,8.0,7.0,126.0,-7.0,32.0,3.0,40.0,71.0,1112.0,12.0,99.0,575000.0,2.0,2.0,1.0,39333.0,1.0
"""11538""",123.0,41962.0,34168.0,7.0,5.0,1000.0,1.0,4.0,2.0,3.0,130.0,0.0,497.0,3.0,37.0,48.0,1138.0,12.0,100.0,575000.0,1.0,1.0,1.0,38970.0,0.0
"""11539""",720.0,41962.0,34168.0,7.0,5.0,1000.0,1.0,11.0,7.0,19.0,115.0,1.0,45.0,14.0,23.0,79.0,1097.0,12.0,102.0,575000.0,2.0,3.0,1.0,39313.0,1.0
"""11540""",409.0,41962.0,34168.0,7.0,5.0,1000.0,1.0,5.0,4.0,4.0,129.0,0.0,1.0,18.0,36.0,260.0,1086.0,12.0,101.0,575000.0,2.0,3.0,1.0,40058.0,0.0
"""11541""",235.0,41962.0,34169.0,7.0,5.0,1650.0,1.0,11.0,12.0,5.0,119.0,2.0,7.0,8.0,24.0,270.0,1018.0,12.0,98.0,575000.0,2.0,3.0,1.0,38590.0,0.0
"""11542""",832.0,41962.0,34169.0,7.0,5.0,1650.0,1.0,7.0,7.0,3.0,125.0,0.0,3.0,11.0,32.0,78.0,1108.0,12.0,99.0,575000.0,1.0,2.0,1.0,39748.0,0.0
"""11543""",174.0,41962.0,34169.0,7.0,5.0,1650.0,1.0,3.0,4.0,4.0,130.0,0.0,46.0,5.0,37.0,120.0,1134.0,12.0,101.0,575000.0,1.0,2.0,1.0,39727.0,0.0
"""11544""",480.0,41962.0,34169.0,7.0,5.0,1650.0,1.0,12.0,8.0,58.0,113.0,0.0,6.0,12.0,10.0,990.0,1139.0,12.0,97.0,575000.0,4.0,6.0,3.0,40245.0,0.0
"""11545""",556.0,41962.0,34169.0,7.0,5.0,1650.0,1.0,4.0,2.0,28.0,130.0,0.0,62.0,3.0,37.0,160.0,1058.0,12.0,97.0,575000.0,1.0,2.0,1.0,40053.0,0.0
"""11546""",875.0,41962.0,34169.0,7.0,5.0,1650.0,1.0,10.0,5.0,22.0,120.0,0.0,6.0,9.0,27.0,83.0,1091.0,12.0,102.0,575000.0,2.0,2.0,1.0,40115.0,1.0
"""11547""",1120.0,41962.0,34169.0,7.0,5.0,1650.0,1.0,1.0,9.0,24.0,133.0,0.0,7.0,23.0,40.0,60.0,1161.0,12.0,91.0,575000.0,2.0,2.0,1.0,39714.0,0.0
"""11548""",471.0,41962.0,34169.0,7.0,5.0,1650.0,1.0,5.0,10.0,21.0,129.0,0.0,1.0,22.0,36.0,31.0,1189.0,12.0,101.0,575000.0,3.0,2.0,1.0,40215.0,0.0
"""11549""",1234.0,41962.0,34169.0,7.0,5.0,1650.0,1.0,2.0,6.0,23.0,132.0,0.0,132.0,19.0,39.0,990.0,1141.0,12.0,95.0,575000.0,2.0,2.0,1.0,40454.0,0.0
"""11550""",376.0,41962.0,34169.0,7.0,5.0,1650.0,1.0,6.0,11.0,6.0,126.0,-2.0,13.0,17.0,35.0,500.0,1080.0,12.0,97.0,575000.0,2.0,2.0,1.0,39738.0,0.0
"""11551""",1031.0,41962.0,34169.0,7.0,5.0,1650.0,1.0,9.0,3.0,20.0,122.0,0.0,1.0,13.0,29.0,47.0,1155.0,12.0,101.0,575000.0,1.0,2.0,1.0,39767.0,1.0
"""11552""",455.0,41962.0,34169.0,7.0,5.0,1650.0,1.0,8.0,1.0,10.0,125.0,0.0,3.0,7.0,32.0,200.0,1136.0,12.0,98.0,575000.0,1.0,3.0,1.0,39014.0,0.0
"""11553""",538.0,41962.0,34170.0,7.0,4.0,1200.0,1.0,10.0,10.0,28.0,118.0,0.0,9.0,2.0,43.0,160.0,1159.0,12.0,101.0,760000.0,2.0,2.0,1.0,39303.0,0.0
"""11554""",1228.0,41962.0,34170.0,7.0,4.0,1200.0,1.0,12.0,6.0,1.0,114.0,-2.0,3.0,1.0,41.0,470.0,1172.0,12.0,102.0,760000.0,5.0,2.0,1.0,40431.0,0.0
"""11555""",740.0,41962.0,34170.0,7.0,4.0,1200.0,1.0,1.0,4.0,22.0,133.0,0.0,407.0,4.0,58.0,86.0,1128.0,12.0,105.0,760000.0,6.0,2.0,1.0,40263.0,1.0
"""11556""",437.0,41962.0,34170.0,7.0,4.0,1200.0,1.0,2.0,12.0,3.0,130.0,0.0,3.0,19.0,55.0,72.0,1125.0,12.0,109.0,760000.0,1.0,2.0,1.0,39725.0,1.0
"""11557""",1340.0,41962.0,34170.0,7.0,4.0,1200.0,1.0,4.0,2.0,5.0,127.0,0.0,9.0,20.0,52.0,30.0,1070.0,12.0,102.0,760000.0,1.0,2.0,1.0,40471.0,0.0
"""11558""",366.0,41962.0,34170.0,7.0,4.0,1200.0,1.0,3.0,3.0,20.0,129.0,0.0,7.0,18.0,54.0,150.0,1087.0,12.0,107.0,760000.0,2.0,2.0,1.0,39665.0,0.0
"""11559""",262.0,41962.0,34170.0,7.0,4.0,1200.0,1.0,7.0,8.0,19.0,120.0,-2.0,498.0,3.0,47.0,91.0,1065.0,12.0,93.0,760000.0,2.0,2.0,1.0,39762.0,0.0
"""11560""",1236.0,41962.0,34170.0,7.0,4.0,1200.0,1.0,6.0,5.0,24.0,124.0,0.0,1.0,23.0,49.0,290.0,1102.0,12.0,101.0,760000.0,2.0,2.0,1.0,40462.0,0.0
"""11561""",987.0,41962.0,34170.0,7.0,4.0,1200.0,1.0,11.0,11.0,4.0,117.0,0.0,219.0,7.0,42.0,420.0,1016.0,12.0,93.0,760000.0,1.0,2.0,1.0,40404.0,0.0
"""11562""",426.0,41962.0,34170.0,7.0,4.0,1200.0,1.0,5.0,1.0,6.0,122.0,-2.0,1.0,14.0,49.0,81.0,1035.0,12.0,98.0,760000.0,2.0,2.0,3.0,40122.0,0.0
"""11563""",1147.0,41962.0,34170.0,7.0,4.0,1200.0,1.0,9.0,7.0,21.0,120.0,0.0,136.0,16.0,45.0,61.0,1067.0,12.0,108.0,760000.0,2.0,1.0,1.0,40414.0,1.0
"""11564""",1193.0,41962.0,34170.0,7.0,4.0,1200.0,1.0,8.0,9.0,58.0,120.0,0.0,7.0,22.0,45.0,400.0,1072.0,12.0,97.0,760000.0,2.0,2.0,1.0,39375.0,0.0
"""11565""",1201.0,41962.0,34171.0,7.0,4.0,1650.0,1.0,12.0,10.0,24.0,120.0,0.0,280.0,11.0,45.0,180.0,1074.0,12.0,111.0,760000.0,6.0,2.0,1.0,40636.0,1.0
"""11566""",179.0,41962.0,34171.0,7.0,4.0,1650.0,1.0,1.0,1.0,5.0,133.0,0.0,1.0,13.0,58.0,44.0,1028.0,12.0,102.0,760000.0,2.0,2.0,1.0,40047.0,0.0
"""11567""",672.0,41962.0,34171.0,7.0,4.0,1650.0,1.0,10.0,2.0,6.0,122.0,-2.0,210.0,6.0,49.0,72.0,1113.0,12.0,94.0,760000.0,4.0,2.0,1.0,39861.0,0.0
"""11568""",491.0,41962.0,34171.0,7.0,4.0,1650.0,1.0,6.0,6.0,1.0,125.0,-2.0,3.0,22.0,52.0,300.0,1128.0,12.0,98.0,760000.0,6.0,2.0,1.0,39532.0,0.0
"""11569""",1062.0,41962.0,34171.0,7.0,4.0,1650.0,1.0,5.0,9.0,20.0,129.0,0.0,1.0,23.0,54.0,100.0,1080.0,12.0,101.0,760000.0,1.0,2.0,1.0,39724.0,0.0
"""11570""",615.0,41962.0,34171.0,7.0,4.0,1650.0,1.0,4.0,7.0,58.0,131.0,0.0,1.0,9.0,56.0,170.0,1078.0,12.0,99.0,760000.0,6.0,2.0,1.0,39186.0,0.0
"""11571""",824.0,41962.0,34171.0,7.0,4.0,1650.0,1.0,7.0,12.0,22.0,127.0,0.0,3.0,14.0,52.0,160.0,1065.0,12.0,108.0,760000.0,1.0,2.0,1.0,38994.0,1.0
"""11572""",547.0,41962.0,34171.0,7.0,4.0,1650.0,1.0,3.0,3.0,19.0,130.0,-2.0,7.0,20.0,57.0,41.0,1116.0,12.0,105.0,760000.0,1.0,2.0,1.0,39754.0,0.0
"""11573""",374.0,41962.0,34171.0,7.0,4.0,1650.0,1.0,8.0,4.0,3.0,126.0,0.0,45.0,17.0,51.0,48.0,1070.0,12.0,101.0,760000.0,6.0,2.0,1.0,39501.0,0.0
"""11574""",1202.0,41962.0,34171.0,7.0,4.0,1650.0,1.0,2.0,11.0,10.0,132.0,0.0,18.0,15.0,57.0,140.0,1038.0,12.0,96.0,760000.0,3.0,2.0,1.0,40653.0,0.0
"""11575""",1171.0,41962.0,34171.0,7.0,4.0,1650.0,1.0,11.0,5.0,21.0,123.0,0.0,1.0,18.0,48.0,370.0,982.0,12.0,88.0,760000.0,2.0,2.0,1.0,40381.0,0.0
"""11576""",1210.0,41962.0,34172.0,7.0,3.0,1200.0,1.0,7.0,5.0,10.0,119.0,0.0,3.0,19.0,66.0,36.0,1186.0,12.0,0.0,1060000.0,2.0,4.0,1.0,40421.0,0.0
"""11577""",371.0,41962.0,34172.0,7.0,3.0,1200.0,1.0,12.0,4.0,1.0,112.0,-2.0,3.0,7.0,61.0,430.0,1131.0,12.0,106.0,1060000.0,1.0,3.0,1.0,40080.0,0.0
"""11578""",1149.0,41962.0,34172.0,7.0,3.0,1200.0,1.0,9.0,11.0,3.0,119.0,0.0,1.0,12.0,66.0,79.0,1074.0,12.0,110.0,1060000.0,2.0,3.0,1.0,40414.0,1.0
"""11579""",1103.0,41962.0,34172.0,7.0,3.0,1200.0,1.0,4.0,12.0,5.0,121.0,0.0,7.0,20.0,68.0,160.0,1077.0,12.0,117.0,1060000.0,1.0,3.0,1.0,40500.0,1.0
"""11580""",638.0,41962.0,34172.0,7.0,3.0,1200.0,1.0,5.0,7.0,20.0,121.0,0.0,31.0,18.0,68.0,120.0,1093.0,12.0,94.0,1060000.0,2.0,2.0,1.0,40106.0,0.0
"""11581""",80.0,41962.0,34172.0,7.0,3.0,1200.0,1.0,1.0,6.0,21.0,133.0,0.0,3.0,10.0,80.0,33.0,1147.0,12.0,112.0,1060000.0,2.0,2.0,1.0,39731.0,0.0
"""11582""",1259.0,41962.0,34172.0,7.0,3.0,1200.0,1.0,8.0,8.0,22.0,120.0,1.0,1.0,9.0,66.0,370.0,1065.0,12.0,105.0,1060000.0,1.0,2.0,1.0,40524.0,0.0
"""11583""",312.0,41962.0,34172.0,7.0,3.0,1200.0,1.0,2.0,10.0,28.0,129.0,0.0,3.0,13.0,76.0,130.0,1140.0,12.0,111.0,1060000.0,1.0,4.0,1.0,40049.0,0.0
"""11584""",340.0,41962.0,34172.0,7.0,3.0,1200.0,1.0,3.0,2.0,19.0,126.0,-2.0,3.0,6.0,75.0,130.0,1076.0,12.0,108.0,1060000.0,3.0,2.0,1.0,39913.0,0.0
"""11585""",1243.0,41962.0,34172.0,7.0,3.0,1200.0,1.0,11.0,9.0,6.0,115.0,1.0,1.0,21.0,63.0,990.0,1079.0,12.0,106.0,1060000.0,1.0,2.0,1.0,40483.0,0.0
"""11586""",1043.0,41962.0,34172.0,7.0,3.0,1200.0,1.0,10.0,3.0,58.0,118.0,0.0,32.0,2.0,65.0,92.0,1160.0,12.0,109.0,1060000.0,1.0,1.0,3.0,40443.0,1.0
"""11587""",1349.0,41962.0,34172.0,7.0,3.0,1200.0,1.0,6.0,1.0,4.0,120.0,0.0,1.0,4.0,67.0,190.0,1139.0,12.0,107.0,1060000.0,6.0,2.0,1.0,40569.0,0.0
"""11588""",1072.0,41962.0,34173.0,7.0,3.0,1800.0,1.0,2.0,3.0,24.0,131.0,0.0,1.0,10.0,83.0,190.0,1140.0,12.0,104.0,1060000.0,2.0,2.0,1.0,40118.0,0.0
"""11589""",281.0,41962.0,34173.0,7.0,3.0,1800.0,1.0,12.0,6.0,10.0,113.0,0.0,1.0,7.0,63.0,130.0,1138.0,12.0,110.0,1060000.0,4.0,3.0,1.0,39521.0,0.0
"""11590""",756.0,41962.0,34173.0,7.0,3.0,1800.0,1.0,10.0,4.0,5.0,119.0,0.0,13.0,8.0,71.0,200.0,1069.0,12.0,112.0,1060000.0,4.0,2.0,1.0,39472.0,0.0
"""11591""",864.0,41962.0,34173.0,7.0,3.0,1800.0,1.0,9.0,2.0,21.0,120.0,0.0,7.0,6.0,72.0,24.0,973.0,12.0,112.0,1060000.0,2.0,2.0,1.0,40399.0,1.0
"""11592""",565.0,41962.0,34173.0,7.0,3.0,1800.0,1.0,5.0,9.0,6.0,126.0,-2.0,14.0,23.0,80.0,150.0,1072.0,12.0,112.0,1060000.0,6.0,3.0,1.0,39921.0,0.0
