"""""","""ccode""","""date""","""raceref""","""course""","""raceclass""","""n_dist""","""going""","""horseno""","""drawing""","""jockey""","""wt_carried""","""netadj""","""blinker""","""trainer""","""rating""","""odd_fn""","""weights""","""runners""","""latest_sr""","""purse""","""ctry""","""color_e""","""sex""","""foaldate""",predict_result
"""12217""",970.0,41983.0,34224.0,1.0,5.0,1200.0,1.0,7.0,1.0,5.0,121.0,0.0,3.0,8.0,27.0,34.0,1062.0,12.0,102.0,575000.0,4.0,3.0,1.0,40295.0,1.0
"""12218""",1059.0,41983.0,34224.0,1.0,5.0,1200.0,1.0,4.0,5.0,21.0,130.0,0.0,7.0,10.0,36.0,120.0,1173.0,12.0,106.0,575000.0,2.0,2.0,3.0,40432.0,1.0
"""12219""",1079.0,41983.0,34224.0,1.0,5.0,1200.0,1.0,3.0,9.0,22.0,132.0,0.0,510.0,4.0,38.0,330.0,1065.0,12.0,105.0,575000.0,2.0,2.0,1.0,40470.0,1.0
"""12220""",367.0,41983.0,34224.0,1.0,5.0,1200.0,1.0,9.0,6.0,7.0,112.0,-7.0,26.0,1.0,25.0,51.0,1063.0,12.0,100.0,575000.0,1.0,2.0,1.0,40073.0,1.0
"""12221""",5.0,41983.0,34224.0,1.0,5.0,1200.0,1.0,1.0,11.0,9.0,133.0,0.0,4.0,5.0,39.0,570.0,1078.0,12.0,101.0,575000.0,1.0,1.0,2.0,39026.0,0.0
"""12222""",3.0,41983.0,34224.0,1.0,5.0,1200.0,1.0,10.0,3.0,3.0,117.0,0.0,261.0,3.0,23.0,64.0,1034.0,12.0,103.0,575000.0,2.0,3.0,1.0,39722.0,1.0
"""12223""",218.0,41983.0,34224.0,1.0,5.0,1200.0,1.0,12.0,10.0,58.0,114.0,0.0,511.0,9.0,20.0,120.0,1182.0,12.0,102.0,575000.0,2.0,2.0,1.0,40047.0,1.0
"""12224""",941.0,41983.0,34224.0,1.0,5.0,1200.0,1.0,2.0,8.0,24.0,133.0,0.0,7.0,23.0,39.0,240.0,1096.0,12.0,102.0,575000.0,1.0,2.0,3.0,40069.0,0.0
"""12225""",353.0,41983.0,34224.0,1.0,5.0,1200.0,1.0,5.0,4.0,20.0,126.0,0.0,3.0,21.0,32.0,270.0,1184.0,12.0,102.0,575000.0,1.0,2.0,1.0,40123.0,0.0
"""12226""",788.0,41983.0,34224.0,1.0,5.0,1200.0,1.0,8.0,2.0,11.0,118.0,-2.0,239.0,11.0,26.0,220.0,1045.0,12.0,102.0,575000.0,2.0,2.0,1.0,40505.0,1.0
"""12227""",720.0,41983.0,34224.0,1.0,5.0,1200.0,1.0,11.0,7.0,28.0,117.0,0.0,45.0,14.0,23.0,43.0,1100.0,12.0,102.0,575000.0,2.0,3.0,1.0,39313.0,1.0
"""12228""",854.0,41983.0,34224.0,1.0,5.0,1200.0,1.0,6.0,12.0,55.0,121.0,0.0,123.0,2.0,27.0,870.0,1118.0,12.0,91.0,575000.0,1.0,2.0,1.0,40111.0,0.0
"""12229""",1074.0,41983.0,34225.0,1.0,4.0,1200.0,1.0,7.0,4.0,49.0,123.0,0.0,3.0,12.0,49.0,91.0,1164.0,12.0,105.0,760000.0,2.0,1.0,1.0,40118.0,1.0
"""12230""",906.0,41983.0,34225.0,1.0,4.0,1200.0,1.0,10.0,12.0,20.0,120.0,1.0,38.0,18.0,45.0,54.0,1044.0,12.0,108.0,760000.0,1.0,3.0,1.0,40433.0,1.0
"""12231""",1226.0,41983.0,34225.0,1.0,4.0,1200.0,1.0,6.0,6.0,58.0,124.0,0.0,9.0,21.0,50.0,210.0,1178.0,12.0,99.0,760000.0,2.0,2.0,1.0,40440.0,0.0
"""12232""",173.0,41983.0,34225.0,1.0,4.0,1200.0,1.0,9.0,2.0,10.0,119.0,0.0,94.0,7.0,45.0,170.0,1094.0,12.0,98.0,760000.0,6.0,2.0,1.0,39162.0,0.0
"""12233""",1168.0,41983.0,34225.0,1.0,4.0,1200.0,1.0,2.0,5.0,7.0,124.0,-7.0,303.0,14.0,57.0,170.0,1192.0,12.0,105.0,760000.0,1.0,2.0,1.0,40465.0,0.0
"""12234""",538.0,41983.0,34225.0,1.0,4.0,1200.0,1.0,11.0,3.0,28.0,117.0,0.0,9.0,2.0,43.0,35.0,1179.0,12.0,99.0,760000.0,2.0,2.0,1.0,39303.0,0.0
"""12235""",1419.0,41983.0,34225.0,1.0,4.0,1200.0,1.0,5.0,1.0,22.0,126.0,0.0,1.0,9.0,52.0,150.0,1173.0,12.0,96.0,760000.0,10.0,2.0,1.0,40444.0,0.0
"""12236""",1344.0,41983.0,34225.0,1.0,4.0,1200.0,1.0,8.0,8.0,23.0,123.0,0.0,7.0,15.0,49.0,990.0,1138.0,12.0,88.0,760000.0,2.0,2.0,1.0,40783.0,0.0
"""12237""",437.0,41983.0,34225.0,1.0,4.0,1200.0,1.0,3.0,7.0,3.0,129.0,0.0,3.0,19.0,55.0,53.0,1132.0,12.0,107.0,760000.0,1.0,2.0,1.0,39725.0,1.0
"""12238""",1322.0,41983.0,34225.0,1.0,4.0,1200.0,1.0,1.0,10.0,19.0,131.0,-2.0,58.0,20.0,59.0,130.0,1006.0,12.0,104.0,760000.0,2.0,3.0,1.0,40815.0,0.0
"""12239""",1107.0,41983.0,34225.0,1.0,4.0,1200.0,1.0,12.0,9.0,12.0,115.0,0.0,46.0,8.0,41.0,620.0,1060.0,12.0,95.0,760000.0,1.0,2.0,1.0,40445.0,0.0
"""12240""",1341.0,41983.0,34225.0,1.0,4.0,1200.0,1.0,4.0,11.0,21.0,126.0,0.0,37.0,23.0,52.0,82.0,1040.0,12.0,102.0,760000.0,2.0,2.0,1.0,40439.0,0.0
"""12241""",69.0,41983.0,34226.0,1.0,3.0,1000.0,1.0,6.0,2.0,13.0,110.0,-5.0,7.0,15.0,67.0,190.0,1131.0,12.0,100.0,1060000.0,2.0,4.0,1.0,39701.0,0.0
"""12242""",1420.0,41983.0,34226.0,1.0,3.0,1000.0,1.0,7.0,6.0,11.0,112.0,-2.0,1.0,13.0,66.0,990.0,1231.0,12.0,83.0,1060000.0,2.0,2.0,1.0,40411.0,0.0
"""12243""",189.0,41983.0,34226.0,1.0,3.0,1000.0,1.0,9.0,12.0,12.0,113.0,0.0,9.0,12.0,64.0,170.0,1063.0,12.0,111.0,1060000.0,1.0,2.0,1.0,39712.0,0.0
"""12244""",154.0,41983.0,34226.0,1.0,3.0,1000.0,1.0,3.0,5.0,5.0,130.0,0.0,42.0,20.0,82.0,60.0,1123.0,12.0,117.0,1060000.0,1.0,2.0,1.0,39737.0,1.0
"""12245""",804.0,41983.0,34226.0,1.0,3.0,1000.0,1.0,10.0,8.0,10.0,113.0,0.0,7.0,6.0,63.0,59.0,1086.0,12.0,103.0,1060000.0,2.0,3.0,1.0,40403.0,0.0
"""12246""",186.0,41983.0,34226.0,1.0,3.0,1000.0,1.0,2.0,3.0,21.0,132.0,0.0,7.0,10.0,84.0,30.0,1155.0,12.0,0.0,1060000.0,2.0,2.0,3.0,40093.0,0.0
"""12247""",414.0,41983.0,34226.0,1.0,3.0,1000.0,1.0,11.0,4.0,28.0,113.0,0.0,3.0,14.0,61.0,58.0,1172.0,12.0,106.0,1060000.0,2.0,1.0,1.0,39709.0,0.0
"""12248""",371.0,41983.0,34226.0,1.0,3.0,1000.0,1.0,12.0,10.0,1.0,111.0,-2.0,3.0,7.0,61.0,550.0,1135.0,12.0,108.0,1060000.0,1.0,3.0,1.0,40080.0,0.0
"""12249""",183.0,41983.0,34226.0,1.0,3.0,1000.0,1.0,5.0,11.0,3.0,117.0,1.0,3.0,19.0,68.0,120.0,1203.0,12.0,111.0,1060000.0,2.0,1.0,1.0,40093.0,1.0
"""12250""",67.0,41983.0,34226.0,1.0,3.0,1000.0,1.0,4.0,9.0,22.0,124.0,0.0,9.0,9.0,76.0,610.0,1239.0,12.0,111.0,1060000.0,3.0,2.0,5.0,39867.0,0.0
"""12251""",443.0,41983.0,34226.0,1.0,3.0,1000.0,1.0,8.0,1.0,15.0,112.0,1.0,1.0,22.0,65.0,100.0,1106.0,12.0,98.0,1060000.0,7.0,2.0,1.0,39159.0,0.0
"""12252""",780.0,41983.0,34226.0,1.0,3.0,1000.0,1.0,1.0,7.0,58.0,133.0,0.0,224.0,16.0,85.0,210.0,1073.0,12.0,105.0,1060000.0,3.0,2.0,1.0,39917.0,0.0
"""12253""",599.0,41983.0,34227.0,1.0,4.0,1650.0,1.0,9.0,3.0,21.0,120.0,0.0,3.0,21.0,46.0,29.0,1091.0,12.0,106.0,912000.0,4.0,2.0,1.0,39567.0,1.0
"""12254""",841.0,41983.0,34227.0,1.0,4.0,1650.0,1.0,2.0,5.0,25.0,133.0,0.0,46.0,9.0,59.0,130.0,1045.0,12.0,108.0,912000.0,1.0,2.0,5.0,40108.0,1.0
"""12255""",629.0,41983.0,34227.0,1.0,4.0,1650.0,1.0,6.0,9.0,5.0,128.0,0.0,13.0,23.0,54.0,63.0,979.0,12.0,111.0,912000.0,1.0,3.0,1.0,39696.0,1.0
"""12256""",64.0,41983.0,34227.0,1.0,4.0,1650.0,1.0,7.0,2.0,59.0,124.0,0.0,3.0,7.0,50.0,250.0,1176.0,12.0,106.0,912000.0,2.0,2.0,1.0,40109.0,0.0
"""12257""",776.0,41983.0,34227.0,1.0,4.0,1650.0,1.0,3.0,12.0,26.0,131.0,0.0,3.0,17.0,57.0,320.0,1105.0,12.0,101.0,912000.0,2.0,1.0,1.0,40062.0,0.0
"""12258""",207.0,41983.0,34227.0,1.0,4.0,1650.0,1.0,1.0,7.0,60.0,133.0,0.0,3.0,19.0,59.0,240.0,1115.0,12.0,107.0,912000.0,1.0,1.0,1.0,38639.0,0.0
"""12259""",262.0,41983.0,34227.0,1.0,4.0,1650.0,1.0,10.0,4.0,61.0,119.0,0.0,93.0,3.0,45.0,640.0,1085.0,12.0,99.0,912000.0,2.0,2.0,1.0,39762.0,0.0
"""12260""",162.0,41983.0,34227.0,1.0,4.0,1650.0,1.0,12.0,10.0,32.0,118.0,1.0,46.0,14.0,43.0,570.0,1172.0,12.0,101.0,912000.0,6.0,3.0,1.0,39177.0,0.0
"""12261""",1257.0,41983.0,34227.0,1.0,4.0,1650.0,1.0,11.0,8.0,19.0,118.0,0.0,17.0,20.0,44.0,150.0,1100.0,12.0,103.0,912000.0,2.0,2.0,1.0,40407.0,0.0
"""12262""",889.0,41983.0,34227.0,1.0,4.0,1650.0,1.0,4.0,6.0,49.0,131.0,0.0,7.0,1.0,57.0,41.0,1070.0,12.0,112.0,912000.0,2.0,2.0,1.0,39704.0,1.0
"""12263""",450.0,41983.0,34227.0,1.0,4.0,1650.0,1.0,5.0,1.0,31.0,128.0,0.0,17.0,13.0,54.0,57.0,1131.0,12.0,107.0,912000.0,1.0,2.0,1.0,39723.0,1.0
"""12264""",257.0,41983.0,34228.0,1.0,4.0,1000.0,1.0,1.0,8.0,19.0,133.0,0.0,14.0,3.0,60.0,130.0,1123.0,12.0,110.0,912000.0,2.0,2.0,1.0,40470.0,1.0
"""12265""",791.0,41983.0,34228.0,1.0,4.0,1000.0,1.0,9.0,1.0,5.0,120.0,0.0,91.0,19.0,47.0,48.0,1051.0,12.0,92.0,912000.0,2.0,3.0,1.0,40411.0,0.0
